source_text;target_text
ainda é muito cedo para isso;nd'e'i-angáî
danei-me;anhemoaíb
da morte tentando inutilmente livrar-se, amedrontando-se, enfim;te'õ suí o nhepysyrõ ra'angyîepébo, opiringamo ko'yté
Deus parece obter o descanso;mutu'u resé tupã îekosu-berame'ĩ
casarão, casa grande;okusu
nós nos misturamos;oroîese'ar
aproximando-me da morte, farei sair meus antigos e grandes pecados;te'õ rerobyka é, xe angaîpá-tubixagûera amosẽne
madeira ou armação para futura casa;ó-kangûama
que afastemos o diabo agora e para sempre;anhanga t'îaîpe'a ko'yr aûîeramanhẽ
sua mãe afável também arranca a ferocidade dele;i xy-îerekûaba abé oîo'ok i abaeté
meu braço perdeu a sensibilidade;omanõ xe îybá
caço;aka'amondó
argumentei contra suas palavras, em vão;aînhe'engapypyk îepé
eu tenho garganta seca;xe ase'o-tining
a morte somente é a causa de afastá-los;te'õ anhõ i mombo'isaba
a que deseja a virtude;tekokatu potasara
transgride também alguém a palavra de Deus não mandando comungar a seu filho que é comungante antigo?;oîaby bépe abá tupã nhe'enga o a'yra tupãrasarymana supé tupãrarukare'yma?
morro de morte natural;te'õ suí amanõ
cuidem-se de ser maus, doravante;peteumẽ pe poxyramo angiré
quando o sol fustigava a terra, eu vim;ara yby sokeme, xe ruri
lembre-se já de seus destinos últimos, do fim de suas coisas;nde ma'enduar nde rekosykagûama, nde rekó pabagûama resé rá
os homens esvaziam as cuias;oîmboapy abá kuîaba
que venha neste dia para aquecer nossa alma;t'our kó 'ara pupé oré 'anga moakupa
ajuntamento de araçás;arasá-tyba
permaneço seu guardião;aîkobé n'ixé sarõana
o que é moído;i mongu'ipyra
talvez queira me agarrar novamente este pássaro grande;xe pysy-potar-y bé serã kó gûyragûasu
ela é muito larga;i popebusu
igualmente se preocuparão em fazer seus filhos estarem na virtude?;oîoîabenhẽpe tekokatu resé o a'yra moingoagûama ri i nhemosaînanyne?
é muito diferente, de fato, a morada dos homens da minha residência;oîaby rakó abá rekó xe retama
eu hei de mentir, dizendo isso;xe remo'em ká é aîpó ûi'îabo
é certo isso!;aûîé a'e!
dirigi-a;asebikok
dar atenção aos fatos futuros;tekorama ri îeapysaká
os que, de nós, são maus são os que não fazem nesta terra a vontade de Deus;asé i angaîpaba'e ipó ikó ybype tupã remimotara n'oîmonhangi
ele morre;se'õ
por que a gente a põe em seu próprio peito?;marãnamope asé o poti'ape i moíni?
que não prejudiquemos os que trazem bens para nós;t'i momuru umẽ ma'e îara îandébe
homem briguento;abá-marãmotara
companheiro de aprendizagem, condiscípulo;nhembo'e-irũ
que minha alma vá sempre ajuntando virtudes;t'osó xe 'anga îepi tekokatu mono'onga
eu, em vez disso, quero presas nas pessoas de alguns bêbados;xe-te, xe rembiá-potá sabeypora amõ resé
eu sou pequeno!;xe mirĩ!
o que tolera as pessoas em coisas más;mba'e-poxy resé oporomboryba'e
você contou a maldade de alguém?;ereîmombe'upe abá rekopoxŷagûera?
você me atormenta;xe usũî îepé
você quis muito ouvir difamações que alguém profere?;eresendu-potá-katupe terapûanaíba abá remimombe'u?
prendeu-me este macaxera!;xe pysyk kó makaxera!
você, talvez para retribuir, atira nele sempre as carícias desonestas;nde serã i poepyka îomomorangaíba ereîapi ko'arapukuî
maravilhou-se com a vista de homens belos?;nde angerasópe abá-porangepîaka?
ensino você;aîmotekokuab
o que alguém acolhe em seu paganismo, no paganismo dele está igualmente?;og ere'yma pupé abá remipysyrõ oîabé sere'ỹme?
no terceiro dia;ara nhemomosapyra pupé
São Pedro puxou a espada;s pedro itangapema osekyî
fiquei me penitenciando longamente;kype anhenupã-nupã
amarre sua rede de dormir ao meu lado;eîotĩ nde kesaba xe porupi
assim, por causa de seu procedimento, os aracajás os frequentam;emonã sekó suí arakaîá sapekóû
ensina bem minha alma para que conheça o caminho do céu;eîmbo'ekatu xe 'anga t'oîkuab ybaka piara
eu sou o grande tupinambá;xe tupinambagûasu
você tomou veneno, querendo abortar seu filho?;eremosangu'upe nde membyra akyrara potá?
o oposto da ira é a paciência;nhemoŷrõ robaîara tosanga
deixei de amá-lo;asaûsupo'ir
no meio do caminho, meninos me assaltaram;pé ku'ape, kunumĩ pu'ama'ubi xe ri
homem verdadeiro como nós;apŷab-eté îandé îabé
asperge também a gente as sepulturas com água benta?;osepyî bépe asé tyby 'y-karaíba pupé?
temo ficar preso nesta armadilha;aîpoûsub ikó mundépe xe rena
qual é a comida de nosso corpo?;mba'epe asé reté remi'u?
peguem-no bem hoje, tomando conta dele;peîpysy-katu kori sesé pemaînãngatûabo
peido;apynõ
não acreditam no padre, bebendo cauim ao longo da noite;abaré nd'ogûerobîari, putuna rupi okagûabo
veio antes que eu me preparasse;xe nhemosako'i e'ymebé turi
você meteu a mão nas partes erógenas de seu próximo?;erepo'ẽpe nde rapixara rapupé resé?
durma no lugar onde o puseram deitado;okerĩ o moupápe
Pedro é maior que você;peró turusu-eté nde suí
aproximando-me da morte, meus pecados antigos e grandes farei sair;te'õ rerobyka é, xe angaîpá-tubixagûera amosẽne
eu, o diabão assado;xe anhangusu-mixyra
hei de levar todos para meu fogo, com seus amigos;t'arasó pá xe ratápe sembiaûsuba resebé
por isso mesmo agora, sendo dia santo, eles estão felizes;nd'e'i te'e ko'yr, onhemo'aretébo, og orybamo
senhora da vida;tekobé îara
a vista dele;sepîaka
amamentando seu neném;i pitangĩ mokambûabo
meu destino é a terra de Deus;xe soaba tupã retama
aquela cidade chamada Jerusalém;akûé tabusu îerusalém 'îaba
só desejando mulher;kunhã potá nhote
tenho-o no meu pescoço;xe îuri arekó
eu tenho o rosto curubento;xe robá-kurub
como pagamento de suas antigas comilanças, de suas antigas bebedeiras;o karûagûera, o sabeypó-ypoagûera repyramo
não me dá possibilidade;na xe mo'ekatuî
não assassines gente;eporapiti umẽ
ela é boníssima porque lhe abunda a virtude;i angaturãngatueté, tekokatu o esemõneme
Jesus, Senhor da virtude;îesu, tekokatu îara
não desisto;na xe apori
minha mãe, vem!;a'i, eîori!
renderam-se os oponentes;i aûîé mu'amarûera
não querem que vocês toquem;pe atõîa n'oîpotari
eu mesmo sou quem o queimou, no tempo em que ele vivia;ixé aé sapysarûera, sekobeaba resé
venham para comer a criança, engolindo completamente o menino;peîori pitanga gûabo, kunumĩ mokona mbá
todos os homens foram;opá abá sóû
que eu me lave a boca;t'aîeîuru-eî
verdadeiramente, eis aqui teu caminho, não quero que você se perca;anheté, kó nde rapé nd'aîpotari nde ropara
a morte é o que separa os verdadeiros cônjuges;te'õ a'e mendasabeté mombo'isaramo
todos os habitantes da Paraíba;opá paraibygûara
oh, será que isso é o diabo?!;îu, anhangap'ikó ri?!
eu sou falador;xe nhe'engixûer
honrando você mais que a todas as mulheres;opabĩ kunhã sosé nde momba'etébo é
sou inimigo das pessoas;morobaîaramo aîkó
eu tenho nome;xe rer
vasilha de sal;îukyruru
maior algum tanto;turusu bé'ĩ
breei-o;aîkytyk
afirmamos que isso é o que deve ser enaltecido;îamombe'u aîpó i momorangymbyra
tenhamos as coisas boas, separando-as do que é torpe;- îarekó é rakó mba'e-katu i poxyba'e suí i mouruébo
pelo caminho;pé rupi
quanto mais um caminhante se aflige por um caminho que não conhece, mais deseja logo ver o dia;memeté rakó pé o emingûabe'yma rupi oguataba'e o angekotebẽnamo, korikorinhẽa'ub 'ara repîaki
ah, sim! ah, já entendi!;tó eẽ
algumas poucas vezes, algumas vezes, somente;amõme é
sal bento pôs na sua boca para que a palavra de Deus a ela seja muito saborosa;îuky-karaíba oîmondeb nde îurupe ta se'ẽngatu tupã nhe'enga i xupé
eia, vamos logo;ene'ĩ, t'îasó taûîé
não faz efeito, às vezes, nosso remédio, fazendo a doença se agravar mais, às vezes por sua ineficácia em afastá-la;sarûab amõme asé posangygûaba, mara'ara moîerobu-bé-uká, amõme i pe'arunga o arûabíreme
conhecendo a morte ainda em sua primeira infância;o pitangĩ pupé bé te'õ kuapa
mas são eles que mandam fazer cauim;a'e-te kaûĩ pûaîtara
tornando afável seu senhor para vocês mesmos;pe îoesé pe îara moaky
ele, após crescer, entregou-se aos homens maus, fazendo-se matar na cruz, estirado;a'e o kakuab'iré, i nheme'engi apŷabaíba supé, oîeîuká-uká ybyraîoasaba resé i moatãmbyramo
naquela época, após criar-se o mundo;akoraka'e 'ara nhemonhang'iré
topo de escada;mytamytá-ypy
os temiminós, de dia, confessam seus pecados, somente;temiminõ 'arybo nhẽ oîmombe'u o angaîpá-mirĩ anhõ
pus entradas nele;aî'atybakã-moín
vamos sucessivamente, uns atrás dos outros;oroîeoî
acima de todas as pessoas, embelezou-a;abá sosé pabẽ i momorangi
Deus fez certa mulher bondosa;tupã amõ kunhãngatu monhangi
eu sou airoso;xe katu
envergonhe-se de si mesmo;etĩ nde îosuí
atrás de uma cerca feita de pedras, tomou a casa dos animais de criação como sua pousada;ybyrá itá monhangymbyra kupépe so'o mimbaba roka ogûâr gûupabamo
por isso mesmo, sua grande sujeira estraga as almas dos índios;nd'e'i te'e nde ru'umusu abá 'anga momoxŷabo
que chegue logo ao lugar de o matarem;t'osyk esapy'a o îukaagûãme
oh, guarde-se de acreditar neles!;ahẽ, teumẽ serobîá!
eu tenho fôlego apressado, eu tenho muito fôlego;xe pytubapûan
meu irmão, perdoe-me;xe rybyt, nde nhyrõ xebo
todo seu sangue fazendo-se derramar;og ugûy-tekatu i mo'ẽ-uká
desculpei-me;aîepysyrõsyrõ
tendo saudades do neném, vim da minha casa;pitangĩ repîaka'upa, aîur xe roka suí
luz das águas;y rendyîaba
eu sou mocho;xe aterẽ
me transformei em um pássaro;anhemonhang a'eramo - converti-me naquilo anhemonhang gûyráramo
para ele mesmo;i xupé é
após passar seu parto, Santa Maria levou seu filho Jesus ao templo;o membyrara kûab'iré, santa maria o membyra îesus rerasóû tupãokype
os pagãos esfolaram São Bartolomeu;serokypyre'yma são bartolomeu piroki
devem amar-se muito os que se casaram um com o outro?;oîoaûsu-katupe amẽ oîopopysykyba'epûera?
mas sempre, com certeza, as suas almas querem bem;memẽ-te nipó, pe 'anga amotá
eu tenho papo grande;eu tenho papo xe aîusu
casando-se com alguém que não seja ele;i xuí amõ resé omendá
eu embelezar minha alma;xe xe 'anga aîmomoxy
assento a vila de Comprido;opukubo taba amoín
desfiei-o;aîorab
afaste o jurupari deste mundo;eîpe'a îurupari kó 'ara suí
o que é comum é aquela mulher espedaçar nossas cabeças, derrubando-nos;sekoaba'e kûé kunhã oré akanga i apiti oré moapará-pará
por isso mesmo repreendeu seu companheiro;nd'e'i te'e o apixara akakapa
você é tolerante com seu próximo ao querer que ele trabalhe nos feriados?;ereîmborype nde rapixara 'aretéreme i porabyky-potareme?
ah, transgredi muitíssimo as palavras de meu Criador!;aîaby-eteté xe monhangara nhe'enga mã!
batendo em uma mulher que está grávida;kunhã i puru'aba'e resé opûá
o oposto daqueles pecados;aîpó tekoangaîpaba robaîara
coisa muito boa é a confissão, que Deus fez como modo de aplacá-lo neste mundo;mba'e-eté anhẽ nhemombe'u tupã remimonhangûera ikó 'ara pupé o monhyrõsabamo
meus parentes trazendo, faço-os dançar comigo;xe anametá aroporaseî seru
como criança está nos braços de Maria;pitangamo seni maria îybápe
mas a você, sobram galinhas e porcos;endé-te, nde resemõ arinhama, taîasu
o que a gente diz, conversando com o anjo seu guardião?;marã e'ipe asé, karaibebé o arõana mongetábo?
se você quer ser mau, há de ir, pois, para seu fogo;nde poxy-potar-a'ub t'eresó rõ nde ratápe
venham, levem os malditos, erguendo-os, para queimá-los em nosso fogo, tostando-os bem;peîori, perasó muru, supi, îandé ratápe sapeka, saîmbé-katûabo
eu não estou feliz;na xe rorybi
sempre eu ensinei publicamente as pessoas;te'yîpe memẽ nhẽ ixé aporombo'e
estamos bem perto um do outro;o îoambyî oroîub
eixo da roda de madeira que gira;ybyrá-pararanga agûeá
suas pajelanças, sua antiga crença nos pajés;i nhemopaîeagûera, i paîé rerobîaragûera
comedores de carne humana!;mba'e-poru!
deseja ardentemente ver o nascimento de seu filho que se forma em seu ventre;o membyra gûygépe onhemonhangyba'e 'arama osepîaka'ub
asse-me o lourenço tostado;xe resy lorẽ-ka'ẽ
à noite;putunyme
fechadura da porta;okena motakaba
sentou-se em público, aquecendo-se perto do fogo;te'yîpe nhẽ i gûapyki, tatá ypype oîepegûabo
aqui os homens estão, de fato;ké abá rekóû anhẽ
vai para fazer cair os malditos em nosso laço!;ekûãî moxy mbo'a îandé îusana pupé!
-não é que o maldito veio voando? -portanto, não é, de modo algum, preguiçoso!;-ké muru ruri obébo? -irõ, n'i ate'ym-angáî!
ficando a observar o comportamento das pessoas;abá rekó andu-andupa
me denunciariam ao meu imperador;xe kuaukámo xe rubixaba supémo
tenho isso como costume;aîpokugûab
eu estou cheio de fumaça;xe run tatatinga suí
e se ele não estiver?;a'e ipó sekoe'ỹme?
eu falo demais;xe nhe'ẽ-mby'i
pelo meio de;pyterybo
não, não os derrotarão;aan, nd'ereîtyki xóne
eu sou muito manchado;xe pará-parab
manifestou-se a eles, apenas, alegrando-os;oîepîakukar i xupé nhõ i moesãîa
hei de obedecer bem a ele;asapîakatupe ká
vem para me governar;îori xe rekomonhanga
chefes valentes;morubixá-mosakara
acaso insistiram muito, então, os que o levaram, gritando?;oîeîukaaíb-eté serã serasoaretá a'ereme, oposẽ-posema?
concluo que talvez isso seja assim;emonã ûĩ re'a a'é
atravessando o céu foi, deixando você;ybaka rasapa osó, nde reîá
embora me interessasse por elas, junto àquelas não cheguei;anhangerekó îepé, aîpó supé n'abasemi
eu tenho o coração angustiado;xe py'a-ekotebẽ
ajuntam-se;oîerobyk
nossa companheira de guerras;îandé maranirũ
farinha de tapioca, isto é, feita da mandioca crua coalhada em suspensão na água;typy'a-ku'i
lavo-a;aîpyeî
oxalá houvesse uma mulher aqui!;kunhã iké sekóû biã mã!
enfeixei-os;anhoman
matá-lo-ei futuramente, com certeza;aîuká ipó irãne
comeu aquele fruto, causa da morte, que Deus dissera?;o'u nhẽpe a'e 'ybá, tegûama, tupã 'îaba?
que as veja logo;t'asepîak taûîé!
que faziam aí os que ele faria sair consigo?;marãpe a'e semienosegûama rekóû a'epe?
reritiba, minha terra, dela venho aqui;rerityba, xe retama, i xuí xe ruri ké
fiquem, palermões!;pepytá, manemusu!
ainda bem que existes, ó meu senhor!;aûîebeté ereîkó xe îar-y gûé!
sangro-o;asugûymombuk
ah, como será a morte do fulano por aí?;marã îasûaramo ahẽ kûepe se'õ mã?
maço de flechas;u'u-mana
então as estrelas cairão pouco a pouco;a'ereme îasytatá o apakuîamo
dorme ao lado de mim;eké xe porupi
tão logo ouvindo o teu nome, o diabo está tremendo;nde rera rendupa abé, anhanga ryryî okûapa
quem ficou ali?;abápe opytá a'epe?
estopa torcida;yby-pomombykypyra
oxalá ela estivesse nua!;ikatupe nhẽ temõ mûã!
e como a gente procede para amar seu próximo como ama a si mesmo?;a'epe marã asé rekóû o îeaûsuba îabé-katu o apixara raûsupa?
sendo assim, de costume, o diabo fica muito insistente pela gente;nãneme amẽ anhanga îeîukaibetéû moroesé
não se compadeceu Deus de alguém por causa dos que descenderiam?;n'osaûsubaripe tupã amõ abá îeapykaba'erama resé?
outro dia eu contarei mesmo;t'aîmombe'u é îrã
daqui;iké suí
por isso mesmo veio como precursor de nosso Senhor, anunciando-o;nd'e'i te'e oú îandé îara renotaramo, i mombegûabo
de dois em dois, dois a dois;mokõ-mokõî
acredita, meu padrinho, hão de te aprisionar hoje;erobîá, xe rubangaba, ta nde moembiá kori
reformei seus atos;asekó-nongatu
eia, os temiminós de dia confessam seus pecados somente;ene'ĩ, temiminõ 'arybo nhẽ oîmombe'u o angaîpá-mirĩ anhõ
fica! somente quando você bebe cauim você quer ser valente?;epytá! kagûápe nhõ nde ratãngatu-potá?
recipientes de pólvora;mokaku'i-uru
ao morrer eu, que você venha;xe îekyîme, t'ereîu
o assar do pão;miapé îyba
pessoa garrida, elegante, muito enfeitada com cores alegres e brincos, jocosa;araakasybora
desdisse minhas palavras;asekobîarõ xe nhe'enga
devolveu seu pagamento aos príncipes;oîme'engîeby sepypûera morubixabetá supé
alegrando todas as velhas;gûaibĩ moesãîa mbá
na cintura;ku'aî
não é à toa, certamente, que agora todos os que te amavam ele liberta de você;nd'e'i te'e, ipó, ko'y opá nde raûsuparûera pysyrõmo nde suí
sineta de mão, sinozinho manual, campainha;itamaraká-mirĩ
quem será que a trouxe?;abá serã ogûeru?
fiquei tocando;aîakãî-akãî
eu estou quebrantado;xe rasyrõ
eis que estas suas futuras presas são muitas;aîpó kó nde rembiarama setá
embora eu fosse;aûîebé-temo asó
querendo beber vinho, tudo esgotei;kaûĩaîa 'useîa é, opakatu amboapy
por conhecê-lo, agora amo você;a'e kuapápe, ko'y asaûsu
vem para colocar os malditos conforme nossas palavras;eîori muru moingóbo îandé nhe'enga rupi
eis que o ajunto há dias, na verdade;kûeîsé bé nakó aîrumõ
sobram-me sauiás;xe resemõ saûîá
você fez poções?;mosangape ereîapó?
deveria ser ele, primeiro;ahẽ ranhẽ temonemo
quebra-se muitas vezes;osó-osok
a união de deus-filho com nossa carne;îandé ro'o resé tupã-ta'yra îemonana
algodoal;amynyîu-tyba
levo você na sua trela;i xama ri arasó
cantemos um pouquinho, primeiro, para festejar bem o dia;t'îanhe'engá-mirĩ, ranhẽ, 'ara momorãngatûabo
ai! não há absolutamente servos meus;akaîgûá! n'i tyb-angáî xe boîá
e os judeus não mandaram um homem tomar aquela cruz?;nd'ogûar-ukarype îudeus a'e cruz abá supé?
suponho que ele tenha ido, de fato;"""osó ipó"" a'ea'ub niã ixé"
descalcei-me;aîepyaobok
aqui está também a ingapema pintada;kó bé ingapé-kûatiara
ah, se eu tivesse percebido isso antes, praticando o que vocês diziam!;anhandu beémo erimba'e angûama mã, pe 'erama purûabo!
eu sou curvadinho;xe aparĩ
selecionei-o;aîkatu'ok
alguns de seus vitupérios não se arrependeram?;nd'oîmoasyîpe amõ o nhe'engaibagûera?
não querendo que se apague a luz da sua alma;nde 'anga resapesaba gûeba potare'yma
para acalmar aquele, como nós, ele se fez homem verdadeiro;a'epûera nongatûabo é îandé îabé apŷabetéramo i nhemonhangi erimba'e
alimento muitos;aîopoîusu
eu tenho um buraco oco;xe kûarybỹî
até eu vou;ixé tiruã asó
logo, então, ergueram a cruz, fincando-a?;a'eîbépe ybŷá cruz mo'ami i atykábo?
como seus discípulos procederam, vendo tratar assim o seu senhor?;marãpe i boîá rekóû emonã o îara rerekó repîaka?
eu tenho pés calejados;xe py-piru'a
o fogo te convém verdadeiramente para que nele você se asse;tatá nde arõ-eté, i pupé t'ereîesy
pregue-o, pregue-o na cruz de madeira;eîmoîar, eîmoîar ybyrá îoasaba resé
tomou a casa dos animais de criação como sua pousada;so'o mimbaba roka ogûar og upabamo
cingi-me;aîeku'apûar
preocupam-se conosco, de costume, os nossos padrinhos?;onhemosaînãpe amẽ asé rerokara asé resé?
cercando os miseráveis para encher nosso fogo;muru rokysyma îandé ratá poraká
fiei o algodão;aamynyîu-poban
aqui está seu danador;oîkobé nde arûara é
fiquei o oprimindo;aîopyîopyk
acarretar, acarrear;eru-erur
ah, bem feito para ele!;iîá îaby ahẽ mã!
eis que, enfim, chega meu pai;rumby xe ruba obasema
eu estou me homiziando, eu estou vivendo fugido;xe tekoaraibor gûitekóbo
mulher normal;kunhãeté
os furtos de fulano são famosos;serapûan ahẽ mondá
eu vou te sapecar, eu vou te assar;oroapek, oroesyne
entra hoje em meu coração;eîké kori xe nhy'ãme
o que quer dizer a gente em seu coração, dizendo isso para ela?;marã e'ipe asé o py'ape aîpó o'îabo i xupé?
o que faz seu filho e seu escravo trabalharem;o a'yra, o embiaûsuba omoporabykyba'e
a que ingere uma poção, querendo matar seu feto;o puru'a îuká potá mosanga o'uba'e
eu sou redondo;xe apu'a
como ele nos fez?;marãpe asé monhangi?
resgatar os cativos;i momiaûsubypyra renosema
igualmente a morte está entre os jovens e entre os velhos;oîoîá te'õ rekóû kunumĩgûasu suí tuîba'e suí bé
espiga dele;sara
como meus súditos eu os tenho bem em minhas mãos;xe boîáramo pabẽ xe pópe arekó-katu
você fez agressão com palavras a alguém?;nde nhe'ẽporoîukaípe abá supé?
ah, sim!;eẽ hegûé!
eu estou animado;xe rakubor
com quais mulheres um homem não se casará?;umãba'e kunhã resépe abá nd'omendari xûéne?
aqueles velhos reis fedorentos?;akó tubixanẽmbûera?
adivinha, vamos ver, aquele que bateu em você!;eîkuá ra'u nde ri opûaryba'e!
-quem é ungido de nós? -nossas ancas;-mba'e-mba'epe asé suí i pitubypyra? -asé rumby
detesto a vida má;aroŷrõ tekó-poxy
isso não seria possível contar, mesmo que o sol se pusesse!;aîpó n'i papasabi, kûarasymo oîké îepémo!
vou ao caminho de meu pai;asó xe ruba rapépe
o que há aqui semelhante a um canindé azul?;mba'epe ké kanindé-oby îasûara?
oh, por acaso isso é o diabo?!;îu, anhangap'ikó ri?!
certamente! sem dúvida! assim é! tem razão! é verdade!;anhẽ rakó!
na ponta da flecha;u'uba anhãî
linha grossa de pescar;pindasã-pokuruba
eis que esse vem;aîpó turi
você se alegra quando um homem te apalpa?;nde rorype abá nde abykyreme?
ilha de mato em meio a um descampado, capão;ka'a-pa'ũ
ainda bem que aprendeu;iîá oîembo'ebo
não é mesmo?;mba'e-tepe?
quem, hoje, é como eu? Irra, ninguém!;abápe kori xe îá? erĩ, aani!
enfim, esses temiminós não acatam a lei de Deus;aûîé, kó temiminõ nd'ogûari tupã rekó
está muito a propósito, está sem mais nem menos;a'eboé tuî
atiro-a;asa'ang
ainda mais Pedro;pero angabatene
deleitando-se com sua polução em seu sono;o kera pupé o pupukûera morypa
já agora deve ter vindo;our ipó ko'yté
passar rápido, correr;kûab-apûan
ainda que os libertes, retirá-los-ei de sua mão;ereîpysyrõ îepéne, nde pó suí anosẽne
eu tenho inhaca;xe raby'ak
e mentindo também aquele que invoca sua alma, o que acontece?;o 'anga renõîndara abé o îuraragûaîamo nhẽ, marãpe?
você se preocupou com que seus vizinhos ouvissem a missa ao começar?;erenhemosaînanype nde rambyagûá missa iîypyrungápe sendubagûama ri?
querendo trazê-los aqui;iké seru-potá nhẽ
remédio contra dor de picada de cobra, antídoto contra veneno de cobra;mboîasy-posanga
guarde-se, hoje, de ter guerra comigo;eteumẽ kori marana rerekóbo xe resé
ela é salobra;se'ẽ-byk
companheiro de São Sebastião;são sebastião irũ
após resgatarem bem suas maldades antigas, que você se regozije muito com a virtude;nde rekomemûãagûera repyme'ẽngatu roîré, t'ereîekosubeté tekoporanga resé
eu estou arrasado;xe robapyka'ẽ
vem, ó meu senhorzinho!;eîori, xe îarĩ gûé!
você empregou alguém por ocasião de um feriado, fazendo-o trabalhar em algo?;ereîmoingópe abá 'aretéreme marã i moporabykŷabo?
sofrem a dor de não verem a Deus;oîporará tupã repîake'yma rasy
caço dele;aîoîaî
-o que você quer? -batata-doce, favas;-ma'epe ereîpotar? -îetyka, komandaûasu
fonte, água perene;y-pabe'ymba'e
eu não estou doente;na xe marani
desobedeci a ele;aîmoabangab
não falto à igreja;n'aîmopanemi tupãoka
você deixou de ouvir a missa?;ereîmopanemype missa renduba?
eu o abracei;aîubykatã
pensem que, algum dia, a morte virá bater em suas portas;penheangerekó amõ 'ara pupé te'õ pe rokena motaka turagûama resé é
ficaram fazendo ferimentos em seu corpo todo?;seté îakatupe ybŷá i moperé-perebi?
se eu o mandasse;aîmondó-momo
neles os judeus se juntaram para ficar atirando pedras em Santo Estêvão;i pupé îudeus nheŷnhangi santo estêvão apîá-apîábo
ora, experimente-o;esa'ang ra'u
assim procede para disfarçar a existência de seus filhotes;o a'yra kuakupa emonã sekóû
vou de madrugada;îeîbé asó
eu estou lacrimejando;xe resa'y-sa'y
bolsa do abdômen;ambé-aîó
não foi ao meu pai que o dei;na xe ruba supé ruã aîme'eng
hei de irritar os malditos;"""aîrarõpe muru ká"
minha presa;xe pu'amagûera
esses seus olhos voltem em nossa direção;eboûĩ nde resá erobak oré koty
homens, velhas, mulheres sempre serão minhas presas;apŷaba, gûaîbĩ, kunhãne, ko'arapukuî xe rembiá
você passou a mão nas suas pudendas, abrindo-as?;erepokokype nde rapopé resé, i pekábo?
calei minhas palavras;aîopyk xe nhe'enga
eu estou menstruada;xe rugûy
afastando o pecado original, o que Adão lançou na gente;tekoangaîpab-ypy moroesé adão remitykûera pe'abo
aquele que eu beijar na face, agarrem-no, atando-lhe as mãos;a'e asetobapé-pyténe peîpysy-katu kori, i popûá
sendo isso assim, o dia todo e a noite toda vocês cuidarão de suas almas;aîpó e'ymeté, ko'arapukuî, pysaré nde maînanĩ nde 'anga resé-ne
eis que estava de cor um tanto preta, certamente;moroún-mbyry nakó
importuna-me bem aquela lei nova;xe moaîu-marangatu aîpó tekó-pysasu
eu sou um homem manso;abanherane'yma ixé
hei de me corrigir, enfim;anhenonhẽpe ko'yté ká
foram terríveis contra os malditos as flechas de São Sebastião, com São Lourenço também;i abaeté muru supé são sebastião ru'uba, são lourenço pyri bé
mandou pregar suas pernas para cima;ybaté koty ogûetymã moîarukari
o que disseram os judeus, acusando-o?;marã e'ipe îudeus i xupé, i mombegûabo?
selo-o;asendamoín
eu estou fumegante;xe ratating
são um na união de seu ser sagrado;oîepé og ekó-karaíba îese'ara pupé nhẽ
vem para amedrontá-lo;eîori i mosykyîébo
bebem muito todos, os homens com as mulheres;oka'ugûasu pabẽ, apŷaba kunhã ndibé
futuramente, com certeza, a inimiga de minha alma há de bater em minha porta;erimba'e ipó xe 'anga robaîara xe rokena moîapuûne re'a
eu sou um homem feito;xe abagûasu
fiz-me homem;xe abagûasu
de três em três, três cada um;mosapy-sapyr
com minha esposa ajudar-nos-emos um ao outro;t'oroîopytybõne xe remirekó ndi
pus-lhe enfeites no rosto;asobá-posanong
eis que você mesma me denunciou;nde é ã xe kuauká îepé
eu fico gritando dormindo;xe kerasẽ-rasem
tornando notórios os vícios das pessoas;abá rekopoxy mosãîa
lanço a canoa;aro'ar ygara
não temos a ver com isso;nd'oroîkóî aîpó resé
como se eu fosse;xe só serãmona'ẽ
há de ser o substituto de meu pai;xe ruba rekobîara é re'ĩ
para quê? para que coisa? a quê?;mba'e supé?
portanto, prantear as pessoas isso as enternece;irõ moroapirõ a'e oporomomby'ar
você falou duramente a alguém, irritando-o, fazendo-o odiar as pessoas?;erenhe'eng-aparatãpe abá supé, i moroŷrõmo, i moporoamotare'yma?
ama a todos os moradores do lugar;opakatu tapiîara osaûsu
você teve cobiça pelas coisas de alguém?;ereîemomotápe abá mba'e resé?
pensando falsamente que ele é o que tem a saúde;marane'ymyîaramo sekó mo'anga'upa
a mim também o flechado bastião me derrotou;xe abé iî ybõmbyrûera bastião xe moaûîé
longamente você fica sentado pranteando seus amigos ou seus parentes;kype rakó ereín nde raûsupara koîpó nde mũ rapirõmo
quantas vezes o homem transgride aquele após se atrair por uma mulher ou após conversar com ela enquanto não toca nela?;mbobype abá aîpoba'e oîaby kunhã resé onhemomotar'iré koîpó i mongetá roîré sesé o byke'yma pukuî?
que chegue logo ao lugar em que o matarão;t'obasem esapy'a o îukaûãme
desviei as águas;aty-mombîá
mandou trucidar as crianças habitantes da aldeia de Belém e também as habitantes das vizinhanças dela;taba belém pora pitanga i amundaba pora abé apiti-ukari
quando chegou o dia oito, cortaram seu prepúcio;oito 'ara sykeme, i 'apira mondoki
que venha para nos ajudar meu irmão mais novo;t'oú îandé pytybõmo xe rybyra
você foi para revistar os covos de água doce de alguém, tomando seu conteúdo?;eresópe abá îeky-'ye'ẽ supa, i pora rá?
o mentiroso perde a vida de sua alma;temo'emyîara o 'anga rekobesaba mokanhemi
em meio de campo repartindo-os;nhũ-myterype i mbo'îabo
não quero ir para longe;n'asó-potari mamõ
