source_text,target_text
que te regozijes muito com a virtude,t'ereîekosubeté tekoporanga resé
da mesma forma que o laço está parado e é o pássaro que vai para dentro dele,"ma'etakó nhusana oín nhote, gûyrá aé osó i pupé"
pelas minhas costas disseste isso,xe kupébo aîpó eré
"num dia semelhante a este, santa maria foi para visitar uma certa prima sua, santa isabel",kó 'ara nungara pupé santa maria sóû o ykera amõ ybá santa isabel supa
imitando a queda das frutas maduras,ybá-'apuba kuîa ra'anga
é verdade isso!,anhẽ ûĩ!
veio logo detrás de mim,xe atuaî bé turi
o que está no mar,paranã pora
não sabes que deus expulsou nosso pai primeiro por causa de um só ato seu?,nd'ereîkuabipe tupã îandé rubypy oîepé nhõ sekoaba suí i mosemagûera?
uns aos outros,o îoupé-upé
"tem muito cauim, porventura, meu avô jaguaruna?",i kaûĩgûasu-pipó xe ramũîa îagûaruna?
eu não sou padre,na abaré ruã ixé
estou em busca de caça,so'o resé aîkó
eu tenho a extremidade pontuda,xe rapûá-obyr
que afaste nossa maldade,îandé aíba t'oîpe'a
"depois disso, o cauim transbordante nas igaçabas atrai-os",ygasápe kaûĩ-tuîa a'e ré îamomotá
longamente estava nosso pai primeiro chorando,ipuku erimba'e îandé rubypy rekóû îase'o monhanga
"assim tratada, certamente, uma pessoa chega bem",emonã serekopyra rakó abá obasẽ-porang
por qual estado seu transparecia sua angústia?,marã sekó resépe i angekoaíba îekuabi?
"quem mais não o transgride, não jejuando?",-abá abépe nd'oîabyî oîekuakube'yma?
ainda bem que morreu,iîá omanõmo
estive assentado no tronco de uma árvore,ybyrá-ypype aín
mandei fazer palma,apindó-pûaî
"que lancemos fora nossa maldade, não acreditando nos pajés, em danças, rodopios com feitiços","t'oroîtyk oré poxy, paîé rerobîare'yma, moraseîa, mbyryryma karaimonhanga ndi"
hei de ir obedecer a essas palavras,t'asó aîpó nhe'enga mopó
felizes estão todos os homens,sory pakatu apŷaba
"dos mandamentos de deus eu era transgressor, na verdade",tupã tekomonhangaba i abŷaramo ra'e
como herodes mandou tratá-lo então?,marãpe herodes serekó-ukari a'epe?
"por os levarem os padres, não os amo","abaré ogûerasoápe, n'asaûsubi"
que faz o comungante para fazer deus ficar consigo?,marãpe tupã rasara rekóû o îoesé tupã mombytábo?
aqui estou para levar seu ventre e também seus pulmões para minha sogra velha,kó aîkó sygepûera t'arasó i nhy'ãbebuîa abé xe raîxó-gûaîbĩ supé
fiz frustrar aquilo que fulano faria,aîmorambûerukar ahẽ rekorambûera
retirei o invólucro dele,aînhubã-rok
os que vêm do lado em que nasce o sol,kûarasy sembaba koty suí ouryba'e
podei-a,aî'ybab
"ele, após crescer, entregou-se aos homens maus, fazendo-se matar na cruz","a'e o kakuab'iré, i nheme'engi apŷabaíba supé, oîeîuká-uká ybyraîoasaba resé"
faz-te subir consigo hoje,nde reroîeupi kori
a vida de sua alma,o 'anga rekobesaba
"eu sou o grande tamoio aimbirê, uma sucuriju","xe tamuîusu aîmbiré, sukuriîu"
eu estou sujo,xe ky'a
"meus guardiães opor-se-ão a vós, como de costume",xe rarõana opoapypyk îandune
"sangue verdadeiro de meu senhor jesus cristo, tu, outrora, como resgate, fizeste derramar-te na cruz","xe îara îesu cristo rugûy-eté, nde erimba'e morepyramo ereîemo'ẽukar cruz pupé"
doador de nossa vida,îandé rekobé me'engara
ensinamento da palavra de deus,tupã nhe'enga morombo'esaba
para disfarçar a existência de suas presas ele disse isso,o embiara kuakupa aîpó i 'éû
acreditai um pouco mais nele,i pyrybé perobîá
como o viu se ele não tem corpo?,"marãpe sepîaki, setee'ymba'eramo sekó e'ymeté?"
"caburé, vem correndo!","kaburé, îori enhana"
"chamei-o, de fato, mas nem por isso veio",asenõî nakó naeroîaî turi
lacei a perna dele,asetymã-maman
deixei-o [o líquido] até o meio dela [a vasilha],i ku'a rupi aseîar
fachos para iluminar o caminho pela escuridão,sesaý pytumimbyka rupi pé resapébo
"""sob o sono da bem alta noite"", isto é, nas horas mortas da noite, em que todos dormem",pysaîé-katu ké-gûyrybo
tratei bem das aflições de minha família,arekó-angaturã xe anama poreaûsuba
quando foi para visitá-la?,erimba'epe i xóû i xupa?
que venha para nos fazer felizes,t'oú oré moorypa
oxalá deus mandasse os cadáveres de toda parte falarem o que terá sido o seu enterro,omonhe'enguká temõ tupã te'õmbûera kóbo i tỹmbûerama
ilha grande,ypa'ũgûasu
que o faça perdoar a nós,t'omoîerekûab orébo
"hei de comê-lo, pois",a'u nhẽne ky
"ah, veio de fato para cá o ostra grande!",té oureté kybõ reriûasu mã!
faze estar muito longamente esta aldeia em deus,eîmoingó-puku-katu kó taba tupã resé
é medianamente grande,turusu-nhota'ubĩ
piorei muito de meu grande mal,aîerekoaibeté xe angaîpá-katu suí
"portanto, nós rezamos aos santos?",emonãnamope asé îeruréû santos-etá supé?
eu ronco muito,xe kerambugûasu
"passei, somente",akûab îõte
imediatamente vais para teu terreiro para cantar,aûnhenhẽ eresó nde rokápe enhe'engá
o que é dobrado,i poîoybyryba'e
os habitantes do céu afligiram-se,ybakygûara onhemoputupab
"tornam-nos famosos também, em suas bocas vilipendiando-os","oîmoerapûan-y bé, o îurupe i momoxŷabo"
não são muitos meus pecados,na setáî xe angaîpaba
lamenta-te!,eîeapirõ!
és uma criancinha,pitangĩnamo ereîkó
"conta todos os teus pecados, sendo forte",eîmombe'u pakatu nde angaîpagûera nde ratãngaturamo
fiquei-o apodando,aseró-serok
arranquei as penas de sua asa,aîpepó-'ok
aqueles outros grandes chefes em ti confiam,amõaé tubixá-katu nde resé oîerobîá
enxuguei-o,aîmoaku'i
aqui estamos alegrando-nos para festejar teu dia,kó oroîkó oronhemborypa nde 'ara momorangápe
o que vai buscar água,ypyasoara
eu tenho palavras de rufião,xe nhe'engarũaíb
"aquela lei nova, quem será que a trouxe?",aîpó tekó-pysasu abá serã ogûeru?
"é bonita esta igreja, tendo muitos adornos!","i porang kó tupãoka, îegûakabetá rerupa!"
muito é o meu cansaço,turusu xe kane'õ
"oh, que pena que meu pai morreu!",omanõ tekatunheté xe ruba mã!
casa de terra,yby-oka
durmo amiúde,aker-akerĩ
"sol frio, isto é, sol encoberto, tempo nublado",kûarasy-ro'y
estou-me sentando,agûapyk gûitena
"adão, nosso primeiro pai","adão, oré rubypy"
hei de ir,asóne-ká
ele te chama particularmente,nde katu nde renõî
eu tenho cálculos renais,xe typa'am
tomei-o com ambas as mãos,oîopobaî aîar
nasci com as pernas dobradas,oîeaparybyri a'ar
pescador,îeporakasara
"enfeitaste-te, tendo desejo sensual?",erenhemoatyrõpe nde poropotaramo?
jazo de bruços,oobapybo aîub
como nosso senhor a cura?,marãpe îandé îara i mombûerabi?
deixa que eu vá para tentá-los,t'asó sa'anga tenhẽ
arrepende-se muito de seus pecados em seu coração,omboasy-katu o angaîpaba o py'ape
ainda mais eu,ixé-tene
"salve rainha, nossa esperança",salve rainha oré îerobîasaba
"transgride também o homem aquela palavra de deus invocando para seu próximo, bem em seu coração, o diabo ou a morte ou jurupari?",oîaby bépe abá aîpó tupã nhe'enga o py'ape-katu o apixara supé anhanga koîpó te'õ koîpó îurupari rekyîa?
que trouxeste dentro de tua caixa?,mba'epe ererur nde karamemûã pupé?
"eis que minha condição, na verdade, é assim",xe rekó anhẽ nhẽ nakó emonã
a sela do cavalo,kabaru repanakũ
velha muito maldosa,gûaîbĩ-marã serã-serã
destruindo a descendência daquele primeiro homem branco,a'e karaibypy îeapykaba mondyka
"vem, coisa fedorenta, coisa nojenta, tamarutaca!","eîori, mba'enem, mba'e-poxy, tamarutaka!"
se for assim,emonãneme
santificado seja teu nome,i moetepyramo nde rera t'oîkó
"deus-pai tem mãos, tem mão direita, tem mão esquerda?","i pópe tupã-tuba, i 'ekatuápe, i asupe?"
os homens batem nele à tua vista,sesé abá pûari nde resápe nhẽ
bago de tacape,ygapẽ-nambi
cabaça-pescocinho,yá-nhurĩ
"alcovitice, prostituição - não quero que ninguém as deixe","manhana, sygûaraîy - n'aîpotari abá seîara"
remédio portador de cura,mosanga mûeîrab-yîara
o que cristo deixa como chefes dos cristãos batizados,cristãos i mongaraibypyra tekokuaparamo cristo remieîara
moro com pedro,aîkó pero irũnamo
"pelouros grandes que se faziam da mandioca curtida, com que depois davam cor à farinha de guerra",u'i-apu'a
arrombei-o,aîmonarang
como será que um habitante do inferno viveria neste mundo se deus o fizesse viver fora dali um mês?,marãete'ĩ ra'umope amõ anhanga ratá pora rekóû ikó 'ara pupé oîepé îasy tupã ebanoĩ suí o moingobérememo?
ó pero!,pero gûe'y!
parece que é ele,a'e îasûar
nela morrendo crucificado,sesé i moîarypyramo omanõmo
mais para cá,kybõ-ngoty bé
"depois disso, hoje vamos quebrar as cabeças dos reis",a'e ré kori îasó tubixaba akanga kábo
cabelo desgrenhado,a-bebó
cunha de fender lenha,îepe'a-kasaba
"que diz a gente, querendo abrandar a deus?",marã e'ipe asé tupã mombu-potá?
eu tenho roça própria,xe kó-é
"eu sou muito bochechudo, eu tenho bochechas grandes",xe retobapegûasu
"depois disso, os malvados estão alta noite atacando pelas costas os maridos das mulheres","a'e ré, moxy rekóû pysaîé kunhã mena kupea'pa"
hei de me esconder bem,aîemĩngatupe ká
filha de deus,tupã raîyra
o peixe é-me enjoativo,i ting pirá ixébo
pertinho certamente ele está,mbypeteĩ ipó ahẽ rekóû
dissestes tolices?,mba'epûera peîépe?
"meu ex-marido há de ser certamente, o finado piracaém","xe mendûera ipó re'ĩ, piraka'ẽ amyrĩ!"
oxalá ela estivesse sem roupa!,ikatupe nhẽ temõ mã!
reformo-o nos costumes,asekonongatu
vinde para vos voltar para deus,peîori pebaka tupã koty
aticei-o,asapynhang
saiu para o pátio chorando muito dolorosamente,osem okarype oîase'o-asykatûabo
"eia tu, avante!",nde katunhẽ
"por isso mesmo a gente, então, o louva assim que o vê",nd'e'i te'e asé a'ereme i moetébo sepîaka bé
entraram aqueles mesmos discípulos seus na casa de anás?,oîképe a'e i boîá aé anás rokype?
eu sou risonho,xe nhearõ
o que se deseja matar,i îuká-potarypyra
"creio que ele retirou também as almas dos nossos primeiros e santos pais , que aí esperavam sua vinda",arobîar asé rubypy-karaibetá 'angûera a'epe turama osarõba'e renosemagûera bé
não morarás com tua gente?,nd'ereîkóî xópe nde anama irũmo?
"algum tanto, um pouquinho",angaîbĩ'ĩ nhote
morrendo ele,omanõmo
resgatando totalmente seus antigos pecados,o angaîpagûera repyme'enga-mbapa
não parece bem fazer ele a defesa da morte fora de jesus cristo,n'i aîarõî îesu cristo taté é te'õ suí i îepirapûana
isto de novo!,ang é!
não é que o maldito veio voando?,ké muru ruri obébo?
diante de ti sentando-me eu,nde robaké ûigûapyka
a bela proclamação de sua mãe afligiu-me muito,i xy mombe'u-poranga xe moingotebẽngatu
eu tenho peçonha,xe tegûam
assim que eu vou,xe só abé
seu ferrete,i kuapamoindaba
maldizendo a lei de deus,tupã rekó momburûabo
viemos de longe,îaîu kûepe suí
ele é medianamente grande,turusu nhote
eu estou com dúvida,xe akasang
não tenho pena das coisas,n'asaûsubari mba'e
"sim, esses me satisfazem","îé, aîpó xe moytarõ"
vem para me encontrar,eîori xe repenhana!
"por não recear proclamar a fé em deus, os pecadores mataram são mateus","tupã rerobîara mombe'u posykyîee'yma resé, angaîpaba são mateus îukáû"
tendo-os no pescoço,o aîuri serekóbo
vem para me alimentar bem,eîori xe poîkatûabo
"abraçando a cintura de teu companheiro, estimulando teu desejo sensual","nde rapixara ku'a îubana, nde poropotá-pokyramamo"
"todos eles voltaram para trás, caindo no chão de costas","opá i îeakypûereroîebyri, o atukupé pyterybo o'á ybype"
por acaso todos os que estavam ali ficaram a injuriá-lo?,opabenhẽ serã erimba'e a'epe tekoara iî a'o-îa'oû?
fazendo os homens ficarem espiando,abá momanhã-manhana
"após acabar o mundo, fá-los-á voltar a viver","ara pab'iré, i moingobeîebyri-ne"
o vão entre minhas pernas,xe rakamby
oxalá fosse verdade!,"anhẽ temõ turi mã - oxalá ele viesse, de fato anheté temõ!"
"existe meu auxiliar verdadeiro, o grande chefe aimbirê, o pervertedor dos índios","oîkobé xe pytybõanameté, tubixá-katu aîmbiré, apŷaba moangaîpapara"
prova que o levas!,esa'angyne serasóbo
"seus amigos, os franceses, pólvora trouxeram em vão","saûsupara, aîuruîuba, mokaba ogûeru tenhẽ"
eu costumo mexericar,xe mba'epûer-y îá
"tendo inveja por seu próximo ter coisas boas, entristecendo-se por isso","o apixara mba'e-katu rerekó moasŷabo, sesé onhemoangekoaípa"
tu te alegraste por alguém estragá-las?,nde rorype abá serekomemûãagûera resé?
"quando o sol estava no alto de nossas cabeças, eu vim","asé 'apyterype 'ara ruî - no alto de nossas cabeças o sol está îandé 'apytera 'arybo 'ara rume, xe ruri"
suo,xe ryaî
homem luxurioso,abá-poropotara
"esse é meu antigo enforcador, uma taturana","akó xe îubykarûera, tataûrana!"
antes sua ida para junto dele no céu que sua ida para o inferno,ybakype i pyri o só îanondé anhanga ratápe o só suí
aquele que entrava na igreja,akó oîké rakó tupãokype
desfolhei-a,aîpo'o
amarelidão,moroîuba
"não dormi, absolutamente, para procurá-los",n'aker-angáî sekasápe
é algum tanto grande,turusu-pyryb
os muitos judeus junto à cruz,îudeus-etá cruz robábo
"entrando em tua casa, visitando-te imediatamente","nde rokype oîkébo, nde supa aûnhenhẽ"
uns com os outros também o mataram,o îoirũmo bé i îukáû
grão de farinha,u'i-esakytã
"hei de comer hoje seus braços, jaguaruçu, suas coxas","t'a'u kori i îybapûera, îagûarusu, i ugûera"
vou por ir,asó nhẽ
vejo-o,a'é sepîaka
por ter ele esperança nela e em deus,sesé tupã resé bé o îerobîasápe
"assim que acaba a vida que deus nos dá, a morte nos derrota","tekobé îandébe tupã remime'enga syka bé, te'õ îandé moaûîéû"
o que tocou na irmã mais moça ou na irmã mais velha de sua noiva verdadeira não pode casar-se nem mesmo com sua noiva,o me'engabeté pyky'yra koîpó tykera resé obykyba'e n'e'ikatuî omendá o me'engabeté resé tiruã
alguns ficavam batendo no peito,amõ amõ o poti'a resé opûá-pûá
caminho da carioca,kariîopiara
emendou também aquelas suas palavras?,oîmoîoapyr-y bépe aîpó o nhe'enga?
foram de novo alguns soldados para quebrar as pernas daqueles dois ladrões,osó bé amõ maranaritekoara a'e mokõî mondabora retymã mopena
este pajé ruim tem um espírito protetor,supixûar ikó paîé-angaíba
"de acolá, dali",ûĩ suí
"os moços, os homens, as moças, a todos bem os tenho em minhas mãos como meus súditos","kunumĩgûasu, apŷaba, kunhãmuku, xe boîáramo pabẽ xe pópe arekó-katu"
aparei-lhe o topete,asetobapy-etab
voa para longe de nós,obebé îandé suí
enfim chegou,té osyka
tanto um como o outro importunavam santa maria ao longo dos dias,oîoîabenhẽ 'ara rupi santa maria moaîuû
três ou quatro anos após os enterrarem,mosapyr koîpó oîoirundyk seîxu ybŷá o tym'iré
"eu sou pequeno! engolir-me-á hoje, como de costume","xe mirĩ! xe mokõ kori, îandune"
trouxe-as para a rainha,arurĩ reîa supé
na sua preocupação com torpezas,poxy resé o nheangerekosápe
mas não é nossa pátria esta terra em que moramos?,n'asé retama ruã-tepe ikó yby asé rekoaba?
trouxeste tua caixa?,ererupe nde karamemûã?
bem desde o começo dela ouviste-a ou somente a partir do meio dela?,iî ypy suí-katupe eresendu koîpó i ku'a suí nhote?
"ah, meu pai!",xe rubĩ mã!
esmigalhei-o,aîkurubixok
eu tenho bafio,xe rygynõ
fazendo as pessoas terem ódio umas das outras por causa de alguém,abá resé nhoamotare'yma rerekouká abá supé
nós estamos enfileirados,oré rysy
como diz o último dos mandamentos da santa madre igreja?,marã e'ipe santa madre igreja asé rekomonhangaba mondykaba?
conforta-me tu,xe moapysyk îepé
que possa conhecer-te meu pai tupinambá!,t'e'ikatu nde kuapa xe ruba tupinambá!
velha maldosa,gûaîbĩ-marã
descarrega-a a ele,eroîyb ahẽ supé
que tu também venhas com jesus,nde abé îesu irũmo t'ereîu
que se impeça esse meu futuro sofrimento,t'i rambûer iã xe remimborararama
para o vosso encontro da virtude verdadeira,tekokatueté pé pe gûasemagûama resé
hoje mesmo hei de fazer-te ir,kori é t'oromondóne
todo seu sangue deu,opá og ugûy me'engi
"o que faz regozijar-se, o que agrada, o que consola, o ajudador",moîekosupara
o que foge com uma mulher não pode casar-se com ela,kunhã reroîabapara nd'e'ikatuî sesé omendá
são famosos esses moçacaras,serapûã kó mosakara
eu tenho hérnia,xe rapi'agûasu
deixei-o pela metade,aîmoagûé
"assim, verdadeiramente, não cumpriste o que disseste?",emonã-tekatuetépe nde 'eagûera nd'ereîmopori?
pelo menos eu,ixé te'ĩé
compadece-te de minha alma,eporeaûsubok xe 'anga
"o que informa, o que avisa",momorandupara
"dentro dela gerando-se, deus fez-se pequeno","i pupé onhemonhanga, onhemomirĩ tupã"
ensaquei a farinha,au'ipuku-nhang
vou para mandar fazer farinha,asó u'i pûaîa
"que fizeram, querendo aproximá-los?",marãpe ybŷá serekóû i mondyka potá?
eu não me altero,na xe amarani
choremos sempre,t'oroîase'o memẽ
pode também tomá-lo algumas vezes em outros dias?,e'ikatu bépe amõ 'ara pupé amõme asé tara?
"estando a destilar coisa quente, coisa muito amarga","mba'e-akuba, mba'e-robeté tukutuku okûapa"
"lanço da ocara, a parte da ocara contida entre, por exemplo, duas ocas",okarapupa'ũ
"a vanguarda da guerra, o que vai à frente dos outros na guerra",marana tĩapyra
em vão crêem em ti,e'i tenhẽ nde rerobîá
aceitaste as palavras deles?,ereîmorype i nhe'enga?
"vem para destruir o maldito, em seu fogo lançando-o","eîori, muru mombapa, satápe seîtyka nhẽ"
"se o que deus fez neste mundo é muito belo, quanto mais lá, o céu primeiro","ikó 'ara pupé abiã tupã remimonhangûera i porãngatu, memetipó ebapó ybakypy"
este sonho é o modo de se reconhecer que ela é o que eu quero,kó mosaûsuba xe remimotaramo sekó kuapaba
"logo depois de dizer aquilo para ele, lançou o pagamento por seu senhor no templo, indo finalmente enforcar-se","aîpó oîoupé 'é abé, o îara repypûera reîtyki tupãokype aûîé osóbo oîeaîubyka"
"batizou-me, verdadeiramente, o padre",xe reroketé pa'i
"levaram-no para um certo palácio, fazendo-o entrar consigo",ogûerasó amõ okusupe seroîkŷabo
tenho relações sexuais com ela,aîkó sesé
nós estamos bem arrasados,oré tygûé-katu
serão bons doravante os que eu guardo de costume,i angaturam ko'yré xe remiarõ îandune
vou para junto de meu pai,asó xe ruba pyri
deveria ir,asó temonemo
morro subitamente,amanõ-memûã
eu tenho penduricalhos,xe renembaî
eu sou calvo,xe 'apytereb
conheceu sua autêntica bondade,oîkuab i marangatueté
fui sem resultado,asó biã
ilumina hoje os olhos de minha alma,esesapé kori xe 'anga resá
"herodes teria entregado este à morte, conhecendo suas maldades",herodes meémo ikó oîme'eng te'õ supé i angaîpaba kuapa
eis que estou à vista de deus,tupã resápe ã xe rekóû
estou-me agachando,anhemombeb gûitena
como seus atos passados serão a causa de vós o derrubardes?,marãpe sekoagûera peẽ i mbo'aragûama?
"o sol certamente brilha, após passar a grande noite","kûarasy nipó oberá, putunusu kûab'iré"
abundava o amor de deus em teu coração outrora,tynysẽ tupã raûsuba nde nhy'ãme erimba'e
eu espirro,xe atîam
que alegremos a maria,maria t'îambory
eis aqui minha grande muçurana,kó xe musuranusu
"brigarão, cuspir-se-ão?","omarãmonhangype, oîoendyne?"
botão da roupa,aoba potãîa
que bom seria se deus mandasse fazer os cadáveres falarem!,omonhe'enguká temõ tupã te'õmbûera!
"sob tuas mãos estamos, em ti apoiando-nos","nde pó gûyrype oroîkó, nde resé oroîekoka"
"""o chupa-fogo""",tatá-pytera
"caem, às vezes, os frutos das suas árvores, sendo ainda flores",okuî rakó amũme 'ybarambûera o 'yba suí ybotyramo oîkóbo bé
este outro,kó amoaé
"eu, o diabão assado, o que tem nome guaixará, o que é afamado por aí","xe, anhangusu-mixyra, gûaîxará seryba'e, kûepe i moerapûanymbyra"
eu estou amargo,xe rob
deleitaste-te no teu sonho com ela?,ereîmborype sesé nde posaûsubagûera?
sei mais que tu,aîkuab-eté nde suí
"eis que ontem trucidei gente, matando europeus","kûeîsé kó aporapiti, aîuruîuba îukábo"
"alguns somente, outrora, morreram meninos",mbobyrîõ ipó erimba'e kunumĩ kanhemi
lembrança das coisas,mba'e resé ma'enduasaba
afrouxei-o,aîmokanãî
"embora não agisse ela velhacamente, bateste com o pau na tua esposa","marani n'oîkóî îepé, ereropûar ybyrá nde remirekó resé!"
cada um daqueles quatro destinos últimos de nossa vida hei de anunciar detidamente,aîpó îandé rekó oîoirundyk mondykaba îabi'õ t'amombe'u apysagûé
"os habitantes do céu, mais ainda, estão bem felizes",ybaka porá-tene sory-porang
"então, nesse tempo",a'e remengatutenhẽ
fui para alcançar pedro no rio,asó pero rupytyka 'ype
turvei sua água,aîmo'ypiting
outras aldeias frequentando,amõ taba rapekóbo
ao transcorrerem quatro gerações,oîoirundyk îeapyká sykápe
"que aqui está deitado, aquietando-se?",mba'epe ké tuî opyka?
acreditas no pajé ao fingir assassinar as pessoas?,ererobîarype paîé porapiti mo'anga'uba?
misérias da vida,tekó poreaûsuba
"os bem-aventurados e os santos no céu, que vêem a deus, ultrapassam o número dos dias que o ano tem","marangatuba'e, santos ybakype, tupã repîakaretá, osasá 'ara ro'y remierekó papasaba"
tu te entregaste ao imaginar em teu sono que um homem fazia sexo contigo?,erenhemoaûîépe nde kerype nde resé abá rekó mo'angeme?
bafejo,atimbor
eu hoje o lombo deles,xe kori i pyîaso'o
"no meio, no centro, pelo meio, pela metade",oîopyterybo
matam,îaîuká
apenas não me matou o terror ao nome da mãe de deus,sãî xe îukae'ymi tupã sy rera abaîté
isso dizes com razão,aîpó eré supikatu
eu também sou um porco,- xe abé taîasugûaîa
"hás de ir, pois, para teu fogo, para que estejas para sempre prostrado no lugar em que se faz sofrer","t'eresó rõ nde ratápe, aûîerama t'ereîub moreaûsuba monhangápe"
sentir o toque nas coisas,mba'e resé mokoka anduba
trouxe todo o peixe,aru-pab pirá
saciei minha vontade de comê-lo,aî'useî-mogûab
que é o que será mantido para sempre neste mundo?,mba'epe aûîeramanhẽ serekopyrama ikó 'ara pupé?
é medianamente grande,turusu-nhota'ub
dois filhotes de pomba sua mãe levou como oferenda,mokõî pykasu ra'yra i xy ogûerasó îetanongabamo
"ficar pondo comida, aos poucos, na boca de",îuru-py-pyk
eu sou muito manhoso em palavras,xe nhe'ẽpokarugûá-katu
ensinando tu a ti mesmo,eîembo'ebo
homem liberal,abá-ekoate'yme'yma
"tu te permitiste cobri-la, sendo tua parenta?",ereîeîopyk-ukarype nde maranungaramo?
diferenciando-a das outras mulheres,amõ kunhã suí i moingoébo
"foram de novo alguns soldados para quebrar as pernas daqueles dois ladrões, fazendo-os descer consigo",osó bé amõ maranaritekoara a'e mokõî mondá retymã mopena seroîypa
que pareçam juntar-se como um só,t'oîese'ar-y berame'ĩ oîepekaturamo
invocando o anhanga ou a morte ou o jurupari,anhanga koîpó te'õ koîpó îurupari rekyîa
"a seu próprio pedido, na cruz o pregaram","cruz resé i moîari, i îeruresabo é"
as moças habitantes das aldeias escondo-as em meu coração,kunhãmuku taba pora xe py'a pupé anhomim
o que é daqui é este,ikendûara n'ikó
sou diferente,aîkoé
"moço que aprende, moço aprendiz",kunumĩ-nhembo'e
quero ir para tua terra,asó-potá nde retãme
"passagem de água, rego para água",y kûapaba
por isso mesmo fez nosso pai primeiro como nosso progenitor,nd'e'i te'e îandé rubypyrama monhanga îandé nhemonhangabamo
inclina-se a gente sempre quando diz jesus?,oîerokype asé jesus 'ereme?
vem-me à memória minha vida passada em minha terra,i 'ã i 'ang xe retãme xe rekoagûera ixébo
que ele não esteja pelas ocas a agitar nossas almas,t'oîkó umẽ oka rupi oré 'anga monguébo
"quando o sol estava no alto de nossas cabeças, eu vim","îandé 'apytera 'arybo 'ara rume, xe ruri"
em pedro eu te supunha ver,pedro resé ixé nde mondari
falo irritadamente,anhe'ẽ-îeaseî
o que perverte uma casada,mendara momoxysara
a água benta é o que faz abrandar também o que os doentes sofrem,mba'easybora remimborará moarybé-ukasara bé 'ykaraíba
"deus ama-te muito, enchendo-te de graça","tupã nde raûsubeté, graça ri nde moynysema"
vou como alcoviteiro,asó manhanamo
o que é cego,sesabyba'e
arranca-te o nome por causa dos malditos,eîerok moxy resé
"mas, de verdade",anhẽp'anhẽ
ajuntamento de canas-de-flecha,u'ubá-tyba
eu estou opilado,xe apong
ajudando-os sempre,i pytybõmo îepi
matemos juntos o que diz isso,îaîuká memẽ aîpó 'îara
não havia nada antes de deus fazer o mundo?,nd'oîkóîpe mba'e amõ tupã 'ara monhang'e'ymebé?
espremi o sumo dela,anhamĩ - espremi-o aty-amĩ
"quais são, por acaso, as ocasiões de se ter medo da morte?",mba'e-mba'e-piã te'õ suí nheangûaba?
perseguidora do diabo,anhanga momosembara
este dia deu para nós,kó 'ara oîme'eng îandébe
o terceiro deles,i mosapysaba
"conversemos baixo, para que não o percebam os índios","mbegûé îaîomongetá, t'onhandu umẽ abá"
já afastei dessa maneira minhas maldades,aîpe'a umûã emonã xe angaîpaba
tiro-lhe a pele,aîpirok
não desobedecem nem um pouco os que moram no céu à vontade de deus?,n'oîmomarã-mirĩ-angáîpe ybakygûara tupã remimotara?
"com eles não se misturando, não querendo, igualmente, seu modo de ser","sesé onhemonane'yma, oîabé sekó potare'yma"
"por ali, por aí",ebokûea rupi
que tu dês para nós teu belo filho,nde t'ereîme'eng orébo nde membyporanga
fica com teus suditozinhos junto de nós,eropytá nde boîá'ĩ orébo
"ainda bem que os três, novamente, queimareis em conjunto",iîá mosapyr-y bé pekaî oîepegûasune
"rechonchudão, baixo e largo de corpo",apebusu
"e os cristãos transgressores da palavra de deus, que lhes sucede?","a'epe cristãos tupã nhe'enga abŷara, marã?"
"fiz cilada contra o inimigo, matando-o",aîkupe'ab tobaîara i îukábo
abrasou tua alma o fogo dele,nde 'anga osapy satá
"reritiba, minha terra, aldeia muito boa","rerityba, xe retama, tabangaturãngatu"
ali também estando os que guardaram sua alma em sua virtude,a'epe bé ogûekokatu pupé o 'anga nongatusarûera oína
"imediatamente, de seu próximo eles vingam-se",aûnhenhẽ o apixarĩ resé îepyki
fazendo-se humilde como um pobre,onhemoarûabo mba'eîare'yma îabé
eu não sei,na xe tekokuabi
estou de acordo com ele,supi nhẽ aîkó
"lugar de retalhar a carne, açougue",so'o mbo'isaba
detestas completamente suas obras?,ereroŷrõ-mbápe sekó?
seu sangue era muito,sugûy turusu
"na verdade, ver-me-eis estar sentado futuramente do lado direito de deus pai",anheté pesepîak irã tupã tuba 'ekatuaba koty xe gûapyka xe renane
pintei-o,aîkûatiar
"estando virgem, mesmo dando-o à luz, antes de dá-lo à luz e, igualmente, após dá-lo à luz","i mbo'a tiruã, i mbo'ar' e'ymebé, a'erame'ĩ i mbo'ar'iré, omarane'ymamo"
fi-lo trabalhar,aîmoingó-marã
ficaste suspeitando sem motivo de tua esposa por causa de alguém?,ereîmondá-mondá tenhẽpe nde remirekó abá resé?
"eu sou guaixará, bebedor de cauim",gûaîxará kagûara ixé
tudo faz a aldeia pecar!,opá taba moangaîpabi!
"muito feliz está o homem, certamente, após alcançar alguma verdade",sorybeté rakó abá mba'eeté amõ resé o îekosub'iré
fiz minas,aîekûarybykoî
trago muitos,arurusu
vindo com os três reis pela estrela,mosapy reîá reru îasytatá rupi é
que vades regozijar-vos com o que é desejado,ta pesó peîekosupa i potarypyra ri
mordo-a,anhagûãî
permitindo sua mancebia,i agûasá repîakĩamo
"tens compaixão de tua mãe e de teu pai quando eles estão deitados, doentes, sendo responsável por eles?","eresaûsubápe nde sy nde ruba i mba'easy tume, sesé nde morerekoaramo?"
eu estou feliz por tua ida,xe roryb nde só resé
