source_text,target_text,id,modern_source_text
outro dia o contarei mesmo,t'aîmombe'u é îrã,2155,outro dia eu contarei mesmo
daqui,iké suí,2156,daqui
"por isso mesmo veio como precursor de nosso senhor, anunciando-o","nd'e'i te'e oú îandé îara renotaramo, i mombegûabo",2157,"por isso mesmo veio como precursor de nosso Senhor, anunciando-o"
"de dois em dois, dois a dois",mokõ-mokõî,2158,"de dois em dois, dois a dois"
"acredita, meu padrinho, hão de te apresar hoje","erobîá, xe rubangaba, ta nde moembiá kori",2159,"acredita, meu padrinho, hão de te aprisionar hoje"
reformei seus atos,asekó-nongatu,2160,reformei seus atos
"eia, os temiminós de dia confessam seus pecadilhos somente","ene'ĩ, temiminõ 'arybo nhẽ oîmombe'u o angaîpá-mirĩ anhõ",2161,"eia, os temiminós de dia confessam seus pecados somente"
fica! somente quando bebes cauim tu queres ser valente?,epytá! kagûápe nhõ nde ratãngatu-potá?,2162,fica! somente quando você bebe cauim você quer ser valente?
recipientes de pólvora,mokaku'i-uru,2163,recipientes de pólvora
"ao morrer eu, que venhas","xe îekyîme, t'ereîu",2164,"ao morrer eu, que você venha"
o assar do pão,miapé îyba,2165,o assar do pão
"pessoa garrida, elegante, muito enfeitada com cores alegres e brincos, jocosa",araakasybora,2166,"pessoa garrida, elegante, muito enfeitada com cores alegres e brincos, jocosa"
desdisse minhas palavras,asekobîarõ xe nhe'enga,2167,desdisse minhas palavras
devolveu seu pagamento aos príncipes,oîme'engîeby sepypûera morubixabetá supé,2168,devolveu seu pagamento aos príncipes
alegrando todas as velhas,gûaibĩ moesãîa mbá,2169,alegrando todas as velhas
na cintura,ku'aî,2170,na cintura
"não é à toa, certamente, que, agora, todos os que te amavam ele liberta de ti","nd'e'i te'e, ipó, ko'y opá nde raûsuparûera pysyrõmo nde suí",2171,"não é à toa, certamente, que agora todos os que te amavam ele liberta de você"
"sineta de mão, sinozinho manual, campainha",itamaraká-mirĩ,2172,"sineta de mão, sinozinho manual, campainha"
quem será que a trouxe?,abá serã ogûeru?,2173,quem será que a trouxe?
fiquei-o tocando,aîakãî-akãî,2174,fiquei tocando
eu estou quebrantado,xe rasyrõ,2175,eu estou quebrantado
eis que estas tuas futuras presas são muitas,aîpó kó nde rembiarama setá,2176,eis que estas suas futuras presas são muitas
embora eu fosse,aûîebé-temo asó,2177,embora eu fosse
"querendo beber vinho, tudo esgotei","kaûĩaîa 'useîa é, opakatu amboapy",2178,"querendo beber vinho, tudo esgotei"
"por conhecê-lo, agora amo-o","a'e kuapápe, ko'y asaûsu",2179,"por conhecê-lo, agora amo você"
vem para colocar os malditos conforme nossas palavras,eîori muru moingóbo îandé nhe'enga rupi,2180,vem para colocar os malditos conforme nossas palavras
"eis que o ajunto há dias, na verdade",kûeîsé bé nakó aîrumõ,2181,"eis que o ajunto há dias, na verdade"
sobram-me sauiás,xe resemõ saûîá,2182,sobram-me sauiás
fizeste poções?,mosangape ereîapó?,2183,você fez poções?
"deveria ser ele, primeiro",ahẽ ranhẽ temonemo,2184,"deveria ser ele, primeiro"
quebra-se muitas vezes,osó-osok,2185,quebra-se muitas vezes
a união de deus-filho com nossa carne,îandé ro'o resé tupã-ta'yra îemonana,2186,a união de deus-filho com nossa carne
algodoal,amynyîu-tyba,2187,algodoal
levo-o na sua trela,i xama ri arasó,2188,levo você na sua trela
"cantemos um pouquinho, primeiro, para festejar bem o dia","t'îanhe'engá-mirĩ, ranhẽ, 'ara momorãngatûabo",2189,"cantemos um pouquinho, primeiro, para festejar bem o dia"
ai! não há absolutamente servos meus,akaîgûá! n'i tyb-angáî xe boîá,2190,ai! não há absolutamente servos meus
e os judeus a um homem não mandaram tomar aquela cruz?,nd'ogûar-ukarype îudeus a'e cruz abá supé?,2191,e os judeus não mandaram um homem tomar aquela cruz?
"suponho eu que ele tenha ido, de fato","""osó ipó"" a'ea'ub niã ixé",2192,"suponho que ele tenha ido, de fato"
descalcei-me,aîepyaobok,2193,descalcei-me
eis aqui também a ingapema pintada,kó bé ingapé-kûatiara,2194,aqui está também a ingapema pintada
"ah, se eu tivesse percebido outrora isso, praticando o que dizíeis!","anhandu beémo erimba'e angûama mã, pe 'erama purûabo!",2195,"ah, se eu tivesse percebido isso antes, praticando o que vocês diziam!"
eu sou curvadinho,xe aparĩ,2196,eu sou curvadinho
selecionei-o,aîkatu'ok,2197,selecionei-o
não se arrependeram alguns de seus vitupérios?,nd'oîmoasyîpe amõ o nhe'engaibagûera?,2198,alguns de seus vitupérios não se arrependeram?
não querendo que se apague a luz de tua alma,nde 'anga resapesaba gûeba potare'yma,2199,não querendo que se apague a luz da sua alma
"para acalmar aquele, como nós ele se fez homem verdadeiro",a'epûera nongatûabo é îandé îabé apŷabetéramo i nhemonhangi erimba'e,2200,"para acalmar aquele, como nós, ele se fez homem verdadeiro"
alimento muitos,aîopoîusu,2201,alimento muitos
eu tenho um buraco oco,xe kûarybỹî,2202,eu tenho um buraco oco
até eu vou,ixé tiruã asó,2203,até eu vou
"logo, então, a cruz ergueram, fincando-a?",a'eîbépe ybŷá cruz mo'ami i atykábo?,2204,"logo, então, ergueram a cruz, fincando-a?"
"como seus discípulos procederam, vendo tratar assim a seu senhor?",marãpe i boîá rekóû emonã o îara rerekó repîaka?,2205,"como seus discípulos procederam, vendo tratar assim o seu senhor?"
eu tenho pés calejados,xe py-piru'a,2206,eu tenho pés calejados
o fogo te convém verdadeiramente para que nele te asses,"tatá nde arõ-eté, i pupé t'ereîesy",2207,o fogo te convém verdadeiramente para que nele você se asse
"prega-o, prega-o na cruz de madeira","eîmoîar, eîmoîar ybyrá îoasaba resé",2208,"pregue-o, pregue-o na cruz de madeira"
tomou a casa dos animais de criação como sua pousada,so'o mimbaba roka ogûar og upabamo,2209,tomou a casa dos animais de criação como sua pousada
cingi-me,aîeku'apûar,2210,cingi-me
"preocupam-se conosco, de costume, os nossos padrinhos?",onhemosaînãpe amẽ asé rerokara asé resé?,2211,"preocupam-se conosco, de costume, os nossos padrinhos?"
cercando os miseráveis para encher nosso fogo,muru rokysyma îandé ratá poraká,2212,cercando os miseráveis para encher nosso fogo
fiei o algodão,aamynyîu-poban,2213,fiei o algodão
aqui está teu danador,oîkobé nde arûara é,2214,aqui está seu danador
fiquei-o oprimindo,aîopyîopyk,2215,fiquei o oprimindo
"acarretar, acarrear",eru-erur,2216,"acarretar, acarrear"
"ah, bem feito para ele!",iîá îaby ahẽ mã!,2217,"ah, bem feito para ele!"
"eis que, enfim, chega meu pai",rumby xe ruba obasema,2218,"eis que, enfim, chega meu pai"
"eu estou-me homiziando, eu estou vivendo fugido",xe tekoaraibor gûitekóbo,2219,"eu estou me homiziando, eu estou vivendo fugido"
mulher normal,kunhãeté,2220,mulher normal
os furtos de fulano são famosos,serapûan ahẽ mondá,2221,os furtos de fulano são famosos
"sapecar-te-ei, assar-te-ei","oroapek, oroesyne",2222,"eu vou te sapecar, eu vou te assar"
entra hoje em meu coração,eîké kori xe nhy'ãme,2223,entra hoje em meu coração
"que quer dizer a gente em seu coração, dizendo isso para ela?",marã e'ipe asé o py'ape aîpó o'îabo i xupé?,2224,"o que quer dizer a gente em seu coração, dizendo isso para ela?"
o que a seu filho e a seu escravo faz trabalhar,"o a'yra, o embiaûsuba omoporabykyba'e",2225,o que faz seu filho e seu escravo trabalharem
"a que ingere uma poção, querendo matar seu feto",o puru'a îuká potá mosanga o'uba'e,2226,"a que ingere uma poção, querendo matar seu feto"
eu sou redondo,xe apu'a,2227,eu sou redondo
como ele nos fez?,marãpe asé monhangi?,2228,como ele nos fez?
resgatar os cativos,i momiaûsubypyra renosema,2229,resgatar os cativos
igualmente a morte está entre os moços e entre os velhos,oîoîá te'õ rekóû kunumĩgûasu suí tuîba'e suí bé,2230,igualmente a morte está entre os jovens e entre os velhos
espiga dele,sara,2231,espiga dele
como meus súditos em minhas mãos bem os tenho a todos,xe boîáramo pabẽ xe pópe arekó-katu,2232,como meus súditos eu os tenho bem em minhas mãos
tu fizeste agressão com palavras a alguém?,nde nhe'ẽporoîukaípe abá supé?,2233,você fez agressão com palavras a alguém?
"ah, sim!",eẽ hegûé!,2234,"ah, sim!"
eu estou animoso,xe rakubor,2235,eu estou animado
com quais mulheres um homem não se casará?,umãba'e kunhã resépe abá nd'omendari xûéne?,2236,com quais mulheres um homem não se casará?
aqueles velhos reis fedorentos?,akó tubixanẽmbûera?,2237,aqueles velhos reis fedorentos?
"adivinha, vamos ver, aquele que bateu em ti!",eîkuá ra'u nde ri opûaryba'e!,2238,"adivinha, vamos ver, aquele que bateu em você!"
-que é ungido de nós? -nossas ancas,-mba'e-mba'epe asé suí i pitubypyra? -asé rumby,2239,-quem é ungido de nós? -nossas ancas
detesto a vida má,aroŷrõ tekó-poxy,2240,detesto a vida má
"isso não seria possível contar, ainda que o sol se pusesse!","aîpó n'i papasabi, kûarasymo oîké îepémo!",2241,"isso não seria possível contar, mesmo que o sol se pusesse!"
vou ao caminho de meu pai,asó xe ruba rapépe,2242,vou ao caminho de meu pai
que há aqui semelhante a um canindé azul?,mba'epe ké kanindé-oby îasûara?,2243,o que há aqui semelhante a um canindé azul?
"oh, por acaso isto é o diabo?!","îu, anhangap'ikó ri?!",2244,"oh, por acaso isso é o diabo?!"
certamente! sem dúvida! assim é! tem razão! é verdade!,anhẽ rakó!,2245,certamente! sem dúvida! assim é! tem razão! é verdade!
na ponta da flecha,u'uba anhãî,2246,na ponta da flecha
linha grossa de pescar,pindasã-pokuruba,2247,linha grossa de pescar
eis que esse vem,aîpó turi,2248,eis que esse vem
tu te alegras quando um homem te apalpa?,nde rorype abá nde abykyreme?,2249,você se alegra quando um homem te apalpa?
"ilha de mato em meio a um descampado, capão",ka'a-pa'ũ,2250,"ilha de mato em meio a um descampado, capão"
ainda bem que aprendeu,iîá oîembo'ebo,2251,ainda bem que aprendeu
não é mesmo?,mba'e-tepe?,2252,não é mesmo?
"quem, hoje, é como eu? irra, ninguém!","abápe kori xe îá? erĩ, aani!",2253,"quem, hoje, é como eu? Irra, ninguém!"
"enfim, esses temiminós não acatam a lei de deus","aûîé, kó temiminõ nd'ogûari tupã rekó",2254,"enfim, esses temiminós não acatam a lei de Deus"
"está muito a propósito, está sem mais nem menos",a'eboé tuî,2255,"está muito a propósito, está sem mais nem menos"
atiro-a,asa'ang,2256,atiro-a
ainda mais pedro,pero angabatene,2257,ainda mais Pedro
deleitando-se com sua polução em seu sono,o kera pupé o pupukûera morypa,2258,deleitando-se com sua polução em seu sono
já agora deve ter vindo,our ipó ko'yté,2259,já agora deve ter vindo
"passar rápido, correr",kûab-apûan,2260,"passar rápido, correr"
"ainda que os libertes, retirá-los-ei de tua mão","ereîpysyrõ îepéne, nde pó suí anosẽne",2261,"ainda que os libertes, retirá-los-ei de sua mão"
eu tenho inhaca,xe raby'ak,2262,eu tenho inhaca
"e mentindo também aquele que invoca sua alma, que acontece?","o 'anga renõîndara abé o îuraragûaîamo nhẽ, marãpe?",2263,"e mentindo também aquele que invoca sua alma, o que acontece?"
tu te preocupaste com que teus vizinhos ouvissem a missa ao começar ela?,erenhemosaînanype nde rambyagûá missa iîypyrungápe sendubagûama ri?,2264,você se preocupou com que seus vizinhos ouvissem a missa ao começar?
querendo trazê-los aqui,iké seru-potá nhẽ,2265,querendo trazê-los aqui
"remédio contra dor de picada de cobra, antídoto contra veneno de cobra",mboîasy-posanga,2266,"remédio contra dor de picada de cobra, antídoto contra veneno de cobra"
"guarda-te, hoje, de ter guerra comigo",eteumẽ kori marana rerekóbo xe resé,2267,"guarde-se, hoje, de ter guerra comigo"
ela é salobra,se'ẽ-byk,2268,ela é salobra
companheiro de são sebastião,são sebastião irũ,2269,companheiro de São Sebastião
"após resgatares bem tuas maldades antigas, que te regozijes muito com a virtude","nde rekomemûãagûera repyme'ẽngatu roîré, t'ereîekosubeté tekoporanga resé",2270,"após resgatarem bem suas maldades antigas, que você se regozije muito com a virtude"
eu estou arrasado,xe robapyka'ẽ,2271,eu estou arrasado
"vem, ó meu senhorzinho!","eîori, xe îarĩ gûé!",2272,"vem, ó meu senhorzinho!"
"empregaste alguém por ocasião de um feriado, fazendo-o trabalhar em algo?",ereîmoingópe abá 'aretéreme marã i moporabykŷabo?,2273,"você empregou alguém por ocasião de um feriado, fazendo-o trabalhar em algo?"
sofrem a dor de não verem a deus,oîporará tupã repîake'yma rasy,2274,sofrem a dor de não verem a Deus
caçôo dele,aîoîaî,2275,caço dele
"-que queres? -batata-doce, favas","-ma'epe ereîpotar? -îetyka, komandaûasu",2276,"-o que você quer? -batata-doce, favas"
"fonte, água perene",y-pabe'ymba'e,2277,"fonte, água perene"
eu não estou doente,na xe marani,2278,eu não estou doente
desobedeci a ele,aîmoabangab,2279,desobedeci a ele
não falto à igreja,n'aîmopanemi tupãoka,2280,não falto à igreja
deixaste de ouvir a missa?,ereîmopanemype missa renduba?,2281,você deixou de ouvir a missa?
abarquei-o,aîubykatã,2282,eu o abracei
"pensai que, algum dia, a morte virá para bater em vossas portas",penheangerekó amõ 'ara pupé te'õ pe rokena motaka turagûama resé é,2283,"pensem que, algum dia, a morte virá bater em suas portas"
ficaram fazendo ferimentos em seu corpo todo?,seté îakatupe ybŷá i moperé-perebi?,2284,ficaram fazendo ferimentos em seu corpo todo?
se eu o mandasse,aîmondó-momo,2285,se eu o mandasse
nele os judeus juntaram-se para ficar atirando pedras em santo estêvão,i pupé îudeus nheŷnhangi santo estêvão apîá-apîábo,2286,neles os judeus se juntaram para ficar atirando pedras em Santo Estêvão
"ora, experimenta-o",esa'ang ra'u,2287,"ora, experimente-o"
assim procede para disfarçar a existência de seus filhotes,o a'yra kuakupa emonã sekóû,2288,assim procede para disfarçar a existência de seus filhotes
vou de madrugada,îeîbé asó,2289,vou de madrugada
eu estou lacrimejando,xe resa'y-sa'y,2290,eu estou lacrimejando
bolsa do abdômen,ambé-aîó,2291,bolsa do abdômen
não foi a meu pai que o dei,na xe ruba supé ruã aîme'eng,2292,não foi ao meu pai que o dei
hei de irritar os malditos,"""aîrarõpe muru ká",2293,hei de irritar os malditos
minha presa,xe pu'amagûera,2294,minha presa
esses teus olhos volta em nossa direção,eboûĩ nde resá erobak oré koty,2295,esses seus olhos voltem em nossa direção
"homens, velhas, mulheres sempre serão minhas presas","apŷaba, gûaîbĩ, kunhãne, ko'arapukuî xe rembiá",2296,"homens, velhas, mulheres sempre serão minhas presas"
"passaste a mão nas tuas pudendas, abrindo-as?","erepokokype nde rapopé resé, i pekábo?",2297,"você passou a mão nas suas pudendas, abrindo-as?"
calei minhas palavras,aîopyk xe nhe'enga,2298,calei minhas palavras
eu estou menstruada,xe rugûy,2299,eu estou menstruada
"afastando o pecado original, o que adão lançou na gente",tekoangaîpab-ypy moroesé adão remitykûera pe'abo,2300,"afastando o pecado original, o que Adão lançou na gente"
"aquele que eu beijar na face, agarrai-o, atando-lhe as mãos","a'e asetobapé-pyténe peîpysy-katu kori, i popûá",2301,"aquele que eu beijar na face, agarrem-no, atando-lhe as mãos"
"sendo isso assim, o dia todo e a noite toda tu cuidarás de tua alma","aîpó e'ymeté, ko'arapukuî, pysaré nde maînanĩ nde 'anga resé-ne",2302,"sendo isso assim, o dia todo e a noite toda vocês cuidarão de suas almas"
"eis que estava de cor um tanto preta, certamente",moroún-mbyry nakó,2303,"eis que estava de cor um tanto preta, certamente"
importuna-me bem aquela lei nova,xe moaîu-marangatu aîpó tekó-pysasu,2304,importuna-me bem aquela lei nova
eu sou homem manso,abanherane'yma ixé,2305,eu sou um homem manso
"hei de me corrigir, enfim",anhenonhẽpe ko'yté ká,2306,"hei de me corrigir, enfim"
"foram terríveis contra os malditos as flechas de são sebastião, com são lourenço também","i abaeté muru supé são sebastião ru'uba, são lourenço pyri bé",2307,"foram terríveis contra os malditos as flechas de São Sebastião, com São Lourenço também"
para cima suas pernas mandou pregar,ybaté koty ogûetymã moîarukari,2308,mandou pregar suas pernas para cima
"que disseram os judeus, acusando-o?","marã e'ipe îudeus i xupé, i mombegûabo?",2309,"o que disseram os judeus, acusando-o?"
selo-o,asendamoín,2310,selo-o
eu estou fumegante,xe ratating,2311,eu estou fumegante
são um na união de seu ser sagrado,oîepé og ekó-karaíba îese'ara pupé nhẽ,2312,são um na união de seu ser sagrado
vem para amedrontá-lo,eîori i mosykyîébo,2313,vem para amedrontá-lo
"bebem muito todos, os homens com as mulheres","oka'ugûasu pabẽ, apŷaba kunhã ndibé",2314,"bebem muito todos, os homens com as mulheres"
"futuramente, com certeza, a inimiga de minha alma há de bater em minha porta",erimba'e ipó xe 'anga robaîara xe rokena moîapuûne re'a,2315,"futuramente, com certeza, a inimiga de minha alma há de bater em minha porta"
eu sou um homem feito,xe abagûasu,2316,eu sou um homem feito
fiz-me homem,xe abagûasu,2317,fiz-me homem
"de três em três, três cada um",mosapy-sapyr,2318,"de três em três, três cada um"
com minha esposa ajudar-nos-emos um ao outro,t'oroîopytybõne xe remirekó ndi,2319,com minha esposa ajudar-nos-emos um ao outro
pus-lhe enfeites no rosto,asobá-posanong,2320,pus-lhe enfeites no rosto
eis que tu mesma me denunciaste,nde é ã xe kuauká îepé,2321,eis que você mesma me denunciou
eu fico gritando dormindo,xe kerasẽ-rasem,2322,eu fico gritando dormindo
tornando notórios os vícios das pessoas,abá rekopoxy mosãîa,2323,tornando notórios os vícios das pessoas
lanço a canoa,aro'ar ygara,2324,lanço a canoa
não temos a ver com isso,nd'oroîkóî aîpó resé,2325,não temos a ver com isso
como se eu fosse,xe só serãmona'ẽ,2326,como se eu fosse
há de ser o substituto de meu pai,xe ruba rekobîara é re'ĩ,2327,há de ser o substituto de meu pai
para quê? para que coisa? a quê?,mba'e supé?,2328,para quê? para que coisa? a quê?
"portanto, prantear as pessoas isso as enternece",irõ moroapirõ a'e oporomomby'ar,2329,"portanto, prantear as pessoas isso as enternece"
"falaste duramente a alguém, irritando-o, fazendo-o odiar as pessoas?","erenhe'eng-aparatãpe abá supé, i moroŷrõmo, i moporoamotare'yma?",2330,"você falou duramente a alguém, irritando-o, fazendo-o odiar as pessoas?"
ama a todos os moradores do lugar,opakatu tapiîara osaûsu,2331,ama a todos os moradores do lugar
tiveste cobiça pelas coisas de alguém?,ereîemomotápe abá mba'e resé?,2332,você teve cobiça pelas coisas de alguém?
pensando falsamente que ele é o que tem a saúde,marane'ymyîaramo sekó mo'anga'upa,2333,pensando falsamente que ele é o que tem a saúde
a mim também o flechado bastião derrotou-me,xe abé iî ybõmbyrûera bastião xe moaûîé,2334,a mim também o flechado bastião me derrotou
longamente ficas sentado pranteando teus amigos ou teus parentes,kype rakó ereín nde raûsupara koîpó nde mũ rapirõmo,2335,longamente você fica sentado pranteando seus amigos ou seus parentes
quantas vezes o homem transgride aquele após atrair-se por uma mulher ou após conversar com ela enquanto não toca nela?,mbobype abá aîpoba'e oîaby kunhã resé onhemomotar'iré koîpó i mongetá roîré sesé o byke'yma pukuî?,2336,quantas vezes o homem transgride aquele após se atrair por uma mulher ou após conversar com ela enquanto não toca nela?
que chegue logo ao lugar em que o matarão,t'obasem esapy'a o îukaûãme,2337,que chegue logo ao lugar em que o matarão
desviei as águas,aty-mombîá,2338,desviei as águas
mandou trucidar as crianças habitantes da aldeia de belém e também as habitantes das vizinhanças dela,taba belém pora pitanga i amundaba pora abé apiti-ukari,2339,mandou trucidar as crianças habitantes da aldeia de Belém e também as habitantes das vizinhanças dela
"quando chegou o dia oito, cortaram seu prepúcio","oito 'ara sykeme, i 'apira mondoki",2340,"quando chegou o dia oito, cortaram seu prepúcio"
que venha para nos ajudar meu irmão mais moço,t'oú îandé pytybõmo xe rybyra,2341,que venha para nos ajudar meu irmão mais novo
"foste para revistar os covos de água doce de alguém, tomando seu conteúdo?","eresópe abá îeky-'ye'ẽ supa, i pora rá?",2342,"você foi para revistar os covos de água doce de alguém, tomando seu conteúdo?"
o mentiroso perde a vida de sua alma,temo'emyîara o 'anga rekobesaba mokanhemi,2343,o mentiroso perde a vida de sua alma
em meio de campo repartindo-os,nhũ-myterype i mbo'îabo,2344,em meio de campo repartindo-os
não quero ir para longe,n'asó-potari mamõ,2345,não quero ir para longe
"batendo sem motivo na tua esposa, tratando-a sempre como objeto maldito de pancada","nde remirekó resé epûá tenhẽmo, mûasá-mbururamo serekóbo îepi",2346,"batendo sem motivo na sua esposa, tratando-a sempre como objeto maldito de pancada"
a todos nós espantaria,opá îandé moputupabymo,2347,a todos nós espantaria
ele dentro dela está ocultamente,a'e i pupé sekó-nhemimi,2348,ele dentro dela está ocultamente
"após matarem a são lourenço, que queimem em teu fogo","são lourenço îuká ré, t'okaî nde ratá pupé",2349,"após matarem a São Lourenço, que queimem em teu fogo"
"não entendo tua ida, não entendo que tu vás",n'aîmo'angi nde só,2350,"não entendo sua ida, não entendo que você vá"
"salve, ó meu mestre!","eîkobé-katu, xe mbo'esar gûy!",2351,"salve, ó meu mestre!"
que o tivesse visto!,asepîak me'ĩmo!,2352,que o tivesse visto!
estejamos pondo armadilhas,t'îaîekotyrung îaîupa,2353,estejamos colocando armadilhas
a cada dia,ara îabi'õ,2354,a cada dia
piorei muito de meu grande pecado,aîerekoaíbeté xe angaîpá-katu suí,2355,piorei muito por meu grande pecado
fi-lo por fazer,aîmonhangĩ nhẽ,2356,fiz isso por fazer
não porque não me ama,na xe raûsube'ỹmbeî,2357,não porque não me ama
jejuaste por causa da primeira menstruação de tua filha?,ereîekuakupe nde raîyra nhemondy'ara resé?,2358,jejuou por causa da primeira menstruação da sua filha?
a graça que ele dá não acaba,graça semime'enga n'opabi,2359,a graça que ele dá não acaba
matou todos os homens,opá abá îukáû,2360,matou todos os homens
"comeste carne de caça, tendo farinha?",ere'upe so'o u'i rerekóbo nhẽpe?,2361,"você comeu carne de caça, tendo farinha?"
por ocasião disso deus deixou de amar o homem?,a'e remebépe erimba'e tupã abá raûsupo'iri?,2362,por ocasião disso Deus deixou de amar o homem?
"mudaste, por acaso?",ereîakasó-piang?,2363,"você mudou, por acaso?"
o que não se confessa a cada ano,ro'y îabi'õ onhemombe'ue'ymba'e,2364,o que não se confessa a cada ano
que nos leve para seu lugar de felicidade para nos fazer regozijar consigo,t'îandé rerasó o orypápe o îoesé îandé moîekosupa,2365,que nos leve para seu lugar de felicidade para nos fazer regozijar com ele
"peca muito o homem, benzendo falsamente as pessoas?",i angaîpabetépe abá oporomongaraiba'upa?,2366,"peca muito o homem, benzendo falsamente as pessoas?"
cavidade dela,inhanhã,2367,cavidade dela
ele tem a água esgotada,ty-pab,2368,ele tem a água esgotada
"desvirginaste alguma menina, furando-a, estuprando-a?","ereîmombukype kunhataĩ amõ, i mokûá, i mondoroka?",2369,"desvirginou alguma menina, furando-a, estuprando-a?"
"lembrai-vos do que se sofre no inferno para que, de modo nenhum, pequeis",penhemoma'enduá anhanga ratápe i porarapyra resé ta pe angaîpab umẽngatutenhẽ,2370,"lembrem-se do que se sofre no inferno para que, de modo nenhum, pequem"
remédio portador de cura,mosanga moeîrabyîara,2371,remédio que traz cura
eu tenho baceira,xe ybypiar,2372,eu tenho bicheira
"daqui, talvez, passou para a índia, terra dos indianos",ké suí serã i asabi india tapyîtinga retãme,2373,"daqui, talvez, passou para a Índia, terra dos indianos"
pano de linho,ybyraoba,2374,pano de linho
que me livre das dificuldades,ta xe pysyrõ marãtekó suí,2375,que me livre das dificuldades
cessou a chuva,opyk amana,2376,cessou a chuva
"e não confessando ser parente verdadeira de seu marido, que acontece?","a'epe o mena mũetéramo sekó mombe'ue'yma, marã?",2377,"e não confessando ser parente verdadeira de seu marido, o que acontece?"
fizemos procissão,orotupãerogûatá,2378,fizemos procissão
lacei-lhe as pernas,aîkupyîurar,2379,lacei suas pernas
"ah, que atrevido é esse fulano!",tekatunheté kó ahẽ mã!,2380,"ah, que atrevido é esse fulano!"
como um galo te deitas,gûyrasapukaîa îabé ereîetu'u,2381,como um galo você se deita
destampa tua caixa para que eu veja tuas coisas,eîaso'îabok nde karamemûã t'asepîak nde ma'e,2382,destampe sua caixa para que eu veja suas coisas
linha grossa de pescar,pindasã-muku,2383,linha grossa de pescar
"não está em conformidade comigo, não é igual a mim",na xe îáî,2384,"não está em conformidade comigo, não é igual a mim"
"e o que evoca a deus pelo que não é verdade, que acontece?","a'epe supindûare'yma resé tupã renõîndara, marã?",2385,"e o que evoca a Deus pelo que não é verdade, o que acontece?"
com uma pedra,itá pupé,2386,com uma pedra
farta-me o peixe,xe ytarõ pirá,2387,me farta o peixe
vou como preparador,asó morenotaramo,2388,vou como preparador
estiveste deitada sobre teus amantes?,ereîubype nde agûasá 'arybo?,2389,você esteve deitada sobre seus amantes?
fui uma vez,oîepé asó,2390,fui uma vez
não está dia,nd'e'i 'ara,2391,não está dia
sobrinho dele,i i'yra → i'yra,2392,sobrinho dele
"sem trabalho, comemoramos este dia",morabykye'yma kó 'ara îaîmoeté,2393,"sem trabalho, comemoramos este dia"
tu tiveste para alguém palavras que violentam?,nde nhe'ẽ-poroîukaípe abá supé?,2394,você teve para alguém palavras que violentam?
sou muito mocho,xe aterẽngatu,2395,sou muito mocho
detestando sua maldade,i angaîpaba momburûabo,2396,detestando sua maldade
"ah, quem me dera comer veneno para que eu morresse disso",- a'u temõ mba'eaíba mã a'emo nhẽ xe re'õû ãûa suí,2397,"ah, quem me dera comer veneno para que eu morresse disso"
somente até aqui hei de nomear coisas para ti,nõmo nhõ ma'e t'asenõî ndebe,2398,somente até aqui hei de nomear coisas para você
que eu lance fora todas as armadilhas,t'aîtyk pá koty,2399,que eu lance fora todas as armadilhas
com uma lança espetaram seu flanco,minusu pupé iî yké kutuki,2400,com uma lança espetaram seu flanco
cunha de fender lenha,îepe'a-mobokaba,2401,cunha para fender lenha
"ao presentearem-no, alegrou-se teu coração","i îetanongápe, sory nde py'a",2402,"ao presentearem-no, alegrou-se seu coração"
faz água,o'ẽ,2403,faz água
que venha para levá-los todos,t'oú serasóbo pá,2404,que venha para levá-los todos
o que se masturba,i pupukyba'e,2405,o que se masturba
descansa não é muito forte o maíra,nde pytuẽ na satãngatuî maíra!,2406,"descansa, não é muito forte o maíra"
curou nosso senhor aquela sua orelha arrancada?,oîposanongype îandé îara a'e i nambimondokypyra?,2407,curou nosso Senhor aquela sua orelha arrancada?
eis que eu faço as pessoas estarem na bebedeira sempre,ixé kó ka'u resé aporomoingó îepi,2408,eis que eu faço as pessoas estarem sempre na bebedeira
"assim agiu, na verdade, longe de ti",emonã rakó sekóû nde suí,2409,"assim agiu, na verdade, longe de você"
por acaso é o lourenço tostado?,rorẽ-ka'ẽ-piã?,2410,por acaso é o Lourenço tostado?
tão logo indo ele,osóbo bé,2411,tão logo ele foi embora
que sejam muitos os meus nomes!,ta setá-katu xe rera!,2412,que sejam muitos os meus nomes!
amo pedro por amar a seu pai,asaûsub pedro og uba raûsume,2413,amo Pedro por amar seu pai
nas grandes cabeças deles,i akangusuî,2414,nas grandes cabeças deles
que morra!,t'omanõ!,2415,que morra!
"és parecido com um chamusco, ó coisa fedorenta!","nde rapixara pixé, mba'enem-y îu!",2416,"você é parecido com um chamusco, ó coisa fedorenta!"
"disseste ""-oxalá eu o mate"", fazendo alguém ouvir?","""aîuká temomã"" erépe abá remiendubamo?",2417,"você disse ""-oxalá eu o mate"", fazendo alguém ouvir?"
mamei,akambu,2418,mamei
aqui vêm para nos castigar!,ké turi îandé nupãmo!,2419,aqui vêm para nos castigar!
o anjo revelou-se a ela como um rapaz muito belo,karaibebé îepîakukari i xupé kunumĩgûasu-porãngaturamo nhẽ,2420,o anjo revelou-se a ela como um rapaz muito belo
eu sou pontudo,xe rapûá,2421,eu sou pontudo
"suas palavras transgredindo muito, amaldiçoando-o","i nhe'enga abŷabo-tekatu, i momburûabo",2422,"suas palavras transgredindo muito, amaldiçoando-o"
