source_text,target_text
"tempo, lugar, instrumento, causa, modo, companhia, etc. de matar",îukasaba
"eu hei de bem apanhar você, na minha armadilha fazendo você cair","xe t'oropysy-katu, xe mundépe nde mbo'a"
eu me limpo das fezes.,aîeîkûaru'umbok
certo homem branco nobre,amõ karaíba mosakara
as juntas de seus ossos se afastando umas das outras,i kanga îepotasaba pe'abo o îosuí
o que é temido,iî abaeteba'e
a maldade de suas palavras,o nhe'enga poxŷagûera
"mas sempre, com certeza, as suas almas querem bem","memẽ-te nipó, pe 'anga amotá"
não cozinhando sequer sua comida,o emi'urama tiruã moîybe'yma
por que deus os deu para a gente?,mba'erama resépe tupã i me'engi asébe?
veio atrás de mim,xe pytaî turi
a que nos faz viver na virtude,tekokatu resé îandé moingoara
vamos separar os que assim procederam,emonã tekoarûera îaîpe'a
"embora vocês tenham se esforçado, vocês estiveram deitados só pouco tempo junto a mim, não dormindo","pesa'ang îepé peuî korite'ĩ nhõte xe pyri, pekere'yma"
eu tenho inclinação a me irritar,xe nhemoŷrõndûer
todos os seus discípulos em suas mãos fazendo-os passar,opá o boîá nde pópe i mongûapa
narrar as coisas segundo o modo em que deus o instruiu,tupã o motekokuapaba rupi mba'e mombe'u
"caiu a chuva sem parar, enchendo o mar, levantando-o bem acima do cume das montanhas","okyr ko'ẽ-ko'ẽ amana, paranã mopungábo, ybytyra apyra sosé-katu i mopu'ama"
fiquei podando-o,aseró-serok
"o sem-orelhas, coisa moça",nambie'yma
"atravessando o céu, foi, deixando você","ybaka rasapa, osó, nde reîá"
muito bem! hei de ser castelhano,aûîé nipó! kasianamo t'aîkó
aqueles outros grandes chefes confiam em você,amõaé tubixá-katu nde resé oîerobîá
nosso senhor constituiu-me guardião da aldeia,taba raroanamo nhẽ îandé îara xe moingóû
lembre-se de mim!,nde ma'enduá xe ri!
"o que ameaça, ameaçador",momboîtara
eu sou de pequeno tamanho,xe ra'yrĩ-a'ub
"você foi para revistar os covos de água doce de alguém, tomando seu conteúdo?","eresópe abá îeky-'ye'ẽ supa, i pora rá?"
não me acostumei.,n'aîepokuabi
soltei as peias dos pés dele,aîpukusamb-ok
cera de ouvidos,apysakûarygugûá
eis que a noite toda ele não dormiu,pysaré kó i kere'ymi
espiga dele,sara
eu transgredirei a lei de deus procedendo assim?,aîabyp'ixé tupã rekó inã ûitekóbone?
o fruto que deus proíbe,ybá tupã remipysyrõ
todos os impedimentos do casamento já mencionei,opá mendara moarûapaba aîmombe'u ymã
"desvirginou alguma menina, furando-a, estuprando-a?","ereîmombukype kunhataĩ amõ, i mokûá, i mondoroka?"
contar aos homens sobre a futura felicidade deles,abá supé sekokatusagûama mombe'u
não mate gente,eporapiti umẽ
"suas palavras transgredindo muito, amaldiçoando-o","i nhe'enga abŷabo-tekatu, i momburûabo"
"consola-se muito, enfim, após sua saída da escuridão, da aflição de sua alma",nde apysy-katu ko'yté pytunusu nde 'anga moingotebẽsagûera suí nde sem'iré
"é ele quem dá o bem desses, com certeza",a'e aé koba'e katu me'engara re'a
fibras sujas,pó-ky'a
"eu sou o grande tamoio aimbirê, uma sucuriju.","xe tamuîusu aîmbiré, sukuriîu"
atraio pedro,aîmomotar pedro
cocho de porcos,taîasu remi'uru
"nós, ao contrário, devemos ir ao encontro da nossa pátria","îandé-te, îandé retama t'ixepenhan"
"meus parentes trazendo, faço-os dançar comigo",xe anametá aroporaseî seru
"sempre os malditos para nós dizem maldades, muito perversamente",memẽ nhẽ moxy îandébo marã e'i-memûã-memûã
eu tenho o rosto curubento,xe robá-kurub
levou sua filha maria quando completaram três anos,o membyra maria rerasóû mosapyr ro'y sykeme
"chorem continuamente, pranteando seus pecados","pe resangá, pe angaîpaba rapirõmo"
fiquem ali enquanto eu não informar vocês sobre sua futura volta,ebapó ta peîkó pe îebyragûama resé ixé nde momorandube'yma pukuî
"depois disso, os descendentes de noé se perderam?",a'e roîré bépe noé remiminõetá roparamo?
dizem que eu vou,asó ra'e
"venham, levem os malditos, erguendo-os, para queimá-los em nosso fogo","peîori, perasó muru, supi, îandé ratápe sapeka"
bom trabalhador,morabuká-katu
herança de meu pai,xe ruba mba'epûera
"os tupinambás que esfregavam a seu deus, arrasamos todos",tupinambá i tupã osyba'epûera opakatu îamombá
mesmo quem assassina na guerra?,gûariniãme oporapitiba'e tiruãpe?
"forçaste alguma mulher, sendo você ladino com ela?","ereîukaípe kunhã amõ, sesé nde ara'apy'iramo?"
eu sou agourento,xe morangygûan
você se entristeceu ao alguém tratar bem seu próximo?,nde arurupe abá nde rapixara rerekó-katureme?
sendo coisa antiga,o mba'epûeramo
que deus me livre das lembranças ruins,ta xe pysyrõ tupã ma'enduasabaíba suí
"ah, eu fui muito pecador!",xe angaîpabeté'i ra'u mã!
cortei-lhe a garganta,aîaseó-mondok
"ah, como me incomoda o fedor dele!",xe moaîu-te i nema mã!
eu estou animado,xe rakubor
sendo também odiados,seroŷrõmbyramo oîkóbo bé
choremos sempre,t'oroîase'o memẽ
"de dia, todo o dia",arybo
eu estou caindo de sono,xe kerá-kerar
"por que você veio, ó meu muito amado?",mba'e resépe ereîur xe remiaûsukatu gûi?
vara de peneira,urupemusu
deus-pai,tupã tuba
que não me atraia a lei antiga de meus avós,ta xe momotar umẽ xe ramỹîa rekopûera
mas eu me esqueci completamente,xe resaraî-te-katu
quer muito a sua futura santificação,oîpotá-katu o nhemongaraibagûama
lançou algum menino que estava aconchegado a você por desejo sensual?,ereîtykype kunumĩ amõ nde abiîxûara nde 'arybo moropotara suí?
irritando-se com o diabo,anhanga pé oîemoŷrõmo
"vamos, de fato, ter as coisas boas, separando-as do que é mau",îarekó é rakó mba'e-katu i poxyba'e suí i mouruébo
por isso mesmo os escravos festejam este dia.,nd'e'i te'e miasûbetá ikó 'ara momoranga
"ah, quem me dera que eu o tivesse matado!",aîuká me'ĩ mã!
o sol certamente brilha após passar a grande noite,"kûarasy nipó oberá, putunusu kûab'iré"
eu estou fumegante,xe ratating
"verdadeira estância de deus, filha de deus.","tupã rendabeté, tupã raîyra"
"ontem, aos brancos deram combate","kûesé, karaíba ri i pokoki"
a vida ruim nós lançamos fora,tekoaíba oromombó
"mirra, poção de polpa","mirra, mosanga to'o suí"
"o que é frito, a fritura",i mosyryrĩmbyra
eu sou melhor,ixé xe katueté
"acredita, meu padrinho, vão te aprisionar hoje","erobîá, xe rubangab, ta nde moembiá kori"
junto à água,atykûar
"não acreditam no padre, bebendo cauim ao longo da noite","abaré nd'ogûerobîari, putuna rupi okagûabo"
pintura dele,i kûatiara
eis que não obedeço ao meu pai verdadeiro,n'asapîari kó xe rubeté
bordei-o,asemberung
isso vocês dizem com razão,aîpó eré supikatu
para quem a gente reza?,abá supépe asé îeruréû?
"na igreja, publicamente, diante de duas pessoas","-umãmepe i poromomendari? -tupãokype, ikatupe nhẽ, mokõî abá robaké -onde ele casa as pessoas?"
"atacamo-los, prendemo-los, antes que se consolem","îasepenhan, îaîpysyk, i apysyk' e'ymebé"
"a cada dez, dar um como quinhão de deus",opá kó mbó îabi'õ moîepé me'enga tupã potabamo
teus olhos misericordiosos voltem em minha direção,nde resá-poraûsubara erobak ixé koty
mudei ela,aseyî
mudo-me,aîeakasó
a crença no deus verdadeiro encheu meu interior,tupã-eté rerobîara îaîporaká xe ybỹîa
voltou a onde tinha deixado seus discípulos?,oú-îebype erimba'e o boîá reîasagûerype?
"eia, agora, contem, pois, os impedimentos dele",pe'ĩ ko'yr sarûaba mombegûabo rõ
socador de pilão,ungûá-obaîara
"bem aos olhos de deus, essas ações de vocês são contadas",tupã resápe-katu kó pe rekó rekóû i paparypyramo
"que você entre em meu coração, guardando meu interior","xe nhy'ãme t'ereîké, xe py'a moingatûabo"
o juiz mandou desorelhar o ladrão.,morubixaba mondá îaînambi-'okukar
ele fortalece vocês,a'e pe mopyatã
"neste vale, lugar de choro",ikó ybytygûaîa îasegûaba pupé
castrei-os,asapi'anupã
"de madrugada, eu me levanto",îeîbé apu'am
a que amamenta,mokambûara
"não está em conformidade comigo, não é igual a mim",na xe îáî
"você, finalmente, perdoa a mim",nde nhyrõ-tene xébo
"se quem tem relações sexuais com uma solteira ou se atrai por ela transgride muito a palavra de deus, tanto mais quem perverte uma casada ou se atrai por ela","mene'yma resé oîkoba'e abiã koîpó sesé onhemomotaryba'e oîabyeté tupã nhe'enga, memetipó mendara momoxysara koîpó sesé nhemomotasara"
"a todos os que assim vivem, nosso fogo convém",opá emonã tekoara îandé ratá îaîarõ
nós o tomamos de ombro a ombro,oîoybari orogûar
caçador de pacas,paka rupîara
raízes angulosas,sapopema
"os cristãos como uma unidade, a consorciação deles","i mongaraibypyretá oîepegûasu îasûá, i îogûerekó anhẽ"
minha antiga região,xe retãmbûera
"eu o surpreendi, na verdade",asesapy'a é nakó
você curou os doentes,eremombûeîrá mara'abora
que sejamos dignos do lugar futuro de nosso regozijo,t'oré angaturãne oré îekosubagûama ri
qual é a causa da sujeira de nossa alma?,mba'epe asé 'anga ky'asabamo?
você fez resguardo por causa do parto de sua mulher?,ereîekuakupe nde remirekó membyrara resé?
"para fazer festa para você, minha família me fez vir",ndebo toryba monhanga xe anama xe mbouri
ele mesmo certamente me guarda.,a'e aé ipó xe rerekó
o que se casa bem contra sua vontade,o emimotare'yma-katu omendaryba'e
eu sou pequeno!,xe mirĩ!
"hei de comer hoje seus braços, jaguaruçu, suas coxas","t'a'u kori i îybapûera, îagûarusu, i ugûera"
não por me amar,na xe raûsupeî
"suportando a escuridão, estamos muito aflitos","putunusu porarábo, oroîkotebẽngatu"
como será que um habitante do inferno viveria neste mundo se deus o fizesse viver fora dali um mês?,marãeté'ĩ ra'umope amõ anhanga ratá pora rekóû ikó 'ara pupé oîepé îasy tupã ebanoĩ suí o moingobérememo?
não pode a boca de ninguém contar as coisas muito dolorosas no inferno,nd'e'ikatuî abá îuru anhanga ratápe tekó-asyeté mombegûabo
transgride também alguém a palavra de deus não mandando comungar a seu filho que é comungante antigo?,oîaby bépe abá tupã nhe'enga o a'yra tupãrasarymana supé tupãrarukare'yma?
somente o domingo que está no meio dela,domingo anhõ i pytera rupi okûaba'e
eu não,na ixé ruã
eu sou mandão,xe poropûaîxûer
"você se enfeitou, tendo desejo sensual?",erenhemoatyrõpe nde poropotaramo?
"seguindo o rastro das mulheres, os índios não desistem","kunhã rakypûemondóbo, apŷaba n'i apysáî"
ele é muito bom,i katu-pyryb
mastro da embarcação,ygara rokytá
o pão que apanhou em suas mãos devolveu-o como seu corpo e o vinho como seu sangue,"miapé o pópe o emiîara i moîebyû o etéramo, kaûĩ og ugûyramo"
levo uma vida boa,tekó-katu aîporará
"sua alma está muito branca, como roupa lavada","morotĩngatu nde 'anga, aoba i potukapyra rame'ĩ"
"após se arrependerem de seu procedimento, os índios vão confessar-se","o ekó moasy riré, abá sóû îemombegûabo"
homem intolerante,abá-poromborybe'yma
"não vituperem as pessoas, ó meus filhos, para que tenham seus bens","pe poroanga'o umẽ, xe ra'yr-y gûé, ta perekó i mba'e"
eu fico salivando.,xe rendy-rendy
sendo ele bom,okaturamo
aqui está também a ingapema pintada,kó bé ingapé-kûatiara
como coisa um do outro estão os que são casados,o îomba'eramo i momendarypyra rekóû
não sentimos cansaço,n'îaîandubi kane'õ
"deus é um só, de fato, sendo santíssimo, sendo poderoso","tupã oîepé nhõ nhẽ gûekó-karaibetéramo, abaetéramo"
já se juntaram por causa disso as velhas e os velhos,onheŷnhang umã sesé gûaîbĩ tuîba'e abé
"queremos muito amar você, entregando-nos a você","oroaûsu-potá-katu, oroîeme'enga endébo"
não poderás doravante juntar-se à sua esposa por ser isso um procedimento muitíssimo inconveniente,"nd'erékatuî xûé angiré nde remirekó rerobyka, ã tekó-abaíbeté-katureme"
vocês vão definitivamente,eresó nhẽ peũî
por longo espaço de tempo ele se deteve,ymûanĩ ahẽ rekóû
estou atrás dele,sakypûeri aîkó
remo a canoa,aygá-pukuî
"ah, se eu tivesse ido para o céu!",asó me'ĩmo ybakype mã!
lancei-o no chão,aîmombor ybype
mas que nós não paremos de chamá-la,îandé-te îapyk umẽ senõîa
hei de levar esta vasilha,t'arasó kó ygaporaîa
estou de joelhos,o endypy'ãe'yîbo aín
minha ausência,xe roŷpyre'yma
que não deixem de crer em mim,ta xe rerobîapo'ir umẽ
aí é que está! eu estou surpreso por sua causa,aîpó nhẽ! xe putupab nhẽ nde ri
estando eu,gûitekóbo
"-não é que o maldito veio voando? -portanto, não é, de modo algum, preguiçoso!","-ké muru ruri obébo? -irõ, n'i ate'ym-angáî!"
"segundo seu costume, certamente deus perdoará você, afinal",o poekûabo ipó tupã nhyrõnamo ndebe ko'yténe
"eu sou guaixará, bebedor de cauim",gûaîxará kagûara ixé
guarda nossa terra de nossos inimigos,esarõ oré retama oré sumarã suí
"e por outro lado, semelhantemente, o próprio mar será mais terrível do que é seu costume, fazendo as ondas grande estrondo",kokoty paranã aé rame'ĩ o abaetéramo erimba'e gûekoagûera sosé yapenunga ryapugûasuramo
"irra, gambá!","erĩ, sarigûeîa é!"
eu sou rechonchudo,xe asang
"cinzas do alguidar, cinzas da bacia",nha'ẽpesẽ-uba
hei de me aproximar da minha futura e verdadeira vida,arokakar xe rekobé-etérama re'ĩ
eu tenho a base fixa,xe ypy-ten
fiz oferenda para o pajé,anhetanong paîé resé
enterrem-me vocês,xe aty peîepé
"são um único e mesmo deus esse deus-pai, deus-filho e deus-espírito santo?","oîepé tupã memẽpe a'e tupã-tuba, tupã-ta'yra, tupã-espírito santo?"
deveria ir,asó temonemo
seus pecados não são sem consequências,na sa'ubi nde rekopoxy
você estava realmente dormindo?,ereké-pipó eîupa?
dei coisas para outra pessoa que não para meu pai,aîme'eng mba'e xe ruba taté nhẽ
cortaram seu prepúcio,i 'apira mondoki
vou com pedro,orosó pedro ndi
"a cruz, lugar em que se pregou a cristo, nosso senhor, os judeus a enterraram",cruz cristo îandé îara moîaragûera îudeus otym erimba'e
"eis que aqui estou, procurando você",kó xe rekóû nde reká
a união de deus-filho com nossa carne,îandé ro'o resé tupã-ta'yra îemonana
afiá-la,asaembe'e
agora comemoramos o dia em que mandou eliminar as crianças que completavam dois anos,pitanga mokõî ro'y omoaûîeba'e mombab-ukaragûera 'ara îaîmoeté ko'yr
podemos não proceder conforme o mandado do padre?,e'ikatupe asé abaré o pûaîtagûera rupi oîkoe'yma?
instruir os que são ignorantes,i tekokuabe'ymba'e motekokuaba
troquei-lhe uma criação,asekobîarõ seîmbaba i xupé
coleira de ferro para prender pessoas,itá-îurutá
os homens batem nele à sua vista,sesé abá pûari nde resápe nhẽ
"eu não queria vir, irando os homens brancos","xe n'aîu-potari biã, karaíba moabaîtébo"
uns aos outros,o îoupé-upé
"suas túnicas ficando a rasgar, estando furiosos",o aobusu mondoró-ndoroka o marãmotaramo
enfeites do rosto,tobá posanga
malha de algodão grossa para a defesa na guerra,amynyîu-aó-poanama
eu tenho secura na garganta,xe aseó-tining
ensinamento da palavra de deus.,tupã nhe'enga morombo'esaba
eu resisti a ele,anheran sesé
canavial,takûare'ẽ-ndyba
fiz-me homem,anhemoabá
"se alguém escondesse os atos passados uma só vez, deus não perdoaria","oîkuakumo amõ abá tekopûera oîepé'ĩ nhõmo, tupana n'i nhyrõî xómo"
eu tenho criações,xe reîmbab
a chuva caiu lentamente,osaybi amana
o que é comum é aquela mulher quebrar nossas cabeças em pedaços,sekoaba'e kûé kunhã oré akanga i apiti
você mesmo assim procedeu,nde aé ipó emonã ereîkó
como se eu dissesse,xe 'é îasûaramo n'aé
"o que rompe o sangue de uma moça, o que a desvirgina.",kunhataĩ rugûy kasara
deixem-nos estar deitados,te'inhẽ oupa
somente deus é a verdade,tupã anhõ mba'eeté
"ladroeira, palavras ruins, mentiras sobejavam a você","mondarõ, nhe'engaíba, mo'ema nde resemõ"
moro de parede-meia,apyri aîkó
já te ungi com o óleo bento,oropixyb umã îandy-karaíba pupé
"aquieta-se, verdadeiramente este é seu caminho",nde arybé anheté kó nde rapé
"da morte tentando inutilmente livrar-se, amedrontando-se, enfim","te'õ suí o nhepysyrõ ra'angyîepébo, opiringamo ko'yté"
"fica muito feliz, de fato, o homem que se defronta com a morte, encontrando o que cura",sorybeté rakó abá tegûama porarasara moroposanongara supé ogûasema
você deu à luz por sua vontade?,nde membyrápe erimba'e nde remimotarybo?
e também as esposas de seus filhos,ta'y-taty abé
por isso mesmo os jovens sempre entram no lugar de beber cauim,nd'e'i te'e kunumĩgûasu oîkébo memẽ kagûápe
nesta noite começou,kó pytuna ri sy-ari
rio direito,y-atã
você não sabe que deus lançou neste mundo também tudo o que a gente sofre costumeiramente?,nd'ereîkuabype tupã opakatu ikó 'ara pupé îandé remimborará-tyba abé seîtykagûera?
é por causa do chefe que a aldeia é ótima,morubixaba ri é taba matuetéramo
o que é enforcado,i îubykypyra
eu não enxergo,n'ama'ẽî
não desiste nosso inimigo de sempre nos tentar,n'i apori oré sumarã îepi nhẽ oré ra'anga
apenas não me faça morrer,sa'ĩ na xe momanõî!
ele te meteu pelo pescoço.,nde mondeb o aîurybo
"no meio de, no centro de",pyteri
"você é parecido com um chamusco, ó coisa fedorenta!","nde rapixara pixé, mba'enem-y îu!"
três são as potências de nossa alma a respeito das coisas,mosapyr ma'e resé asé 'anga 'ekatuaba
"logo, vencendo os temiminós, habitantes daqui, os frequentarei","koromõ keygûara temiminõ moaûîébo, asapekóne"
é muito belo o seu nome,i porãngatu nde rera
temos nossas coisas em comum,îarekó îandé îomba'e
como este,kó îá
endireitei-o,aîaparok
"e onde está aquele limbo, morada das crianças que não foram batizadas?",umãmepe a'e putunusu pitanga nhemongaraibypyre'yma rekoaba rekóû?
hei de obedecer muito a ele doravante,asapîá-katupe angiré ká
"ah, bem feito para ele!",iîá îaby ahẽ mã!
induziste alguém a coisas más em seus futuros atos?,ereîmoîesuerype abá mba'eaíba ri sekorama resé?
teia de aranha,nhandu'i-kesaba
muito longe,kûé-kûeîpe é
filhote de cachorro,îagûara'yra
"os bem-aventurados e os santos no céu, que veem a deus, ultrapassam o número dos dias que o ano tem","marangatuba'e, santos, ybakype tupã repîakaretá, osasá 'ara ro'y remierekó papasaba"
"eis que sofrem muito os que deus repeliu, tendo sua vida envergonhada","sasyeté niã tupã remipe'apûera, ogûekó-mara'ara reroína"
pode alguém beber cauim?,e'ikatupe abá okagûabo?
"sineta de mão, sinozinho manual, campainha",itamaraká-mirĩ
invocando o anhanga ou a morte ou o jurupari,anhanga koîpó te'õ koîpó îurupari rekyîa
"o que disseram os judeus, acusando-o?","marã e'ipe îudeus i xupé, i mombegûabo?"
viram seus discípulos a vinda dele?,osepîakype i boîá tura?
fiz gaiola para eles,asokaîmonhang
"por causa da minha imensa formosura, deus se revelará a mim","xe aysó-matueté resé é, tupã îepîakukari xebene"
levanto-me,abyr
creio na descida dele para o meio da terra,arobîar yby apyterype i gûeîybagûera
"que sejamos corajosos, sim, suportando as coisas dolorosas","t'oré pyatã, angá, mba'e-asy porarábo"
temos algum remédio como meio de nos curarmos?,îarekópe mosanga amõ îandé pûerasabamo?
"em que direção eram, pois, meus atos passados?",marangoty-pakó xe rekopûera é?
ao te trespassar o vento,ybytu nde rasapápe
"daqui, certamente, passou para a índia, terra dos indianos",ké suí serã i asabi india tapyîtinga retãme
eu sou magro,xe angaîbor
"""que se enfraqueça, que amoleça""","""t'onhemomembek, t'onhemoapapu"""
"que nossa alma possa crer nele, anunciando-o todos os dias",t'e'ikatu oré 'anga serobîá i mombegûabo 'aré-'arebo
que estes em quem mandas lancem fora toda a maldade.,kó nde remimbûaîetá t'oîtyk pá tekopoxy
sua alma é o que tem muito preço.,nde 'anga sepy-etéba'e
bem que eu disse isso,îepé aîpó a'é
amando muito sua santificação,o karaibagûama raûsukatûabo
que você venha para me levar para o alto,t'ereîu ybaté xe rerasóbo
enquanto eu o levo,ixé serasó remebé
mas seria difícil para as pessoas comerem minha carne,a'e iîabaíbymo abá supé xe ro'o 'u
o tradutor do padre,abaré nhe'engerekoara
"todo o céu preenche, o mar e a terra também","opá ybaka ereîmopó, paranã, yby abé"
a lã em roupa transformamos,so'o ragûera aobamo îaîmonhang
dizendo isso por pequenas coisas,mba'e-mirĩ resé aîpó o'îabo
"jazimento de pedras grandes, penedia",itagûasutyba
eu tenho bicheira,xe ybypiar
"é penoso, de fato, remar canoa",sasy nakó ygá-pukuîa
"na ponta, no punho da rede",apy anhãî
mas você me esconde dele!,xe mĩ-te îepé i xuí!
então já estava são joão batista no ventre de sua mãe,a'ereme oín uman são joão batista o sy rygépe
não chamando o padre para o doente que está com você,mba'easybora o îoesendûara supé abaré renõîe'yma
"assim que pôs sua alma em seu corpo, deus a preservou","i 'anga seté pupé i mondepa bé, tupã i pe'aû"
pratique o que você aprendeu,eîporu nde nhembo'eagûera
"você pintou a boca, sorrindo para os homens?","ereîeîuru-mopiningype, abá supé epukamirĩamo?"
"você mentiu acerca de seu próximo, difamando-o?",nde remo'emype nde rapixara resé i moerapûanaípa?
"o que a onça matou, o morto pela onça.",îagûara remiîukapûera
"por que vocês, maíras e perós, quer dizer, franceses e portugueses, vêm de tão longe procurar madeira para se aquecer?","""que veut dire que vous autres mairs et peros, c'est à dire françois et portugais, veniez de si loin querir du bois pour vous chauffer?"""
meu destino é a terra de deus,xe soaba tupã retama
estou muito desfigurado,xe té xe té
para fazer passar a hóstia em nossa boca,hóstia mongûapagûama resé asé îuru resé
ficando de mal com deus,tupã resé oîeerekomemûãmo
"ah, que velhaco!",angaîpaba maniîabo mã!
"o que deus faz, o feito de deus",tupana remimonhanga
eu sou torto do olho,xe resab
"vela bem por mim, mandando que não me façam cair.","ema'enãngatu xe ri, xe mbo'are'ym-uká"
eles se consolam muitíssimo.,i apysy-katueté
"saiu para o pátio, chorando muito dolorosamente","osem okarype, oîase'o-asy-katûabo"
arranquei-lhe as sementes,asa'ỹî-ok
homem muito preguiçoso,abá-ate'ymusu
"vem para espantar o diabo, para que não me dane","îori anhanga mondyîa, ta xe momoxy umẽ"
"tempo, lugar, modo, finalidade, etc. de comer, de pastar",karûaba
todas as minhas presas de minhas mãos as levou,opakatu xe rembiara xe pó suí serasóû
não ficou ninguém no campo de batalha.,n'opytáî amõ abá maranápe
esporão de embarcação,ygá-tĩkupeara
eu tenho garganta seca,xe ase'o-tining
você não trouxe foices?,n'ererupe îyapara?
você teve excitação com seu amante?,-nde regûyrõpe nde agûasá resé?
ela se embaraçou em seus ramos,sakã resé i îepokoki
"daí, desse lugar",aîpó suí
fazendo as pessoas detestarem umas às outras,abá moîoamotare'ymuká
o que faz um homem furtar alguma coisa,oîmomondarõba'e abé abá mba'e resé
por isso mesmo eles não se deleitam com as coisas boas,nd'e'i te'e mba'e-katu resé oîekosube'yma
daí virá para julgar todos os que vivem e os que morreram,a'e suí turi oîkobeba'e omanõba'epûera pabẽ rekomonhangane
"você se tornou pajé, fazendo sucções?",erenhemopaîépe eposubana?
que vá guaixará para o fogo!,gûaîxará t'osó tatápe!
onde está meu caminho?,umãpe xe raperama?
catei a cabeça dele,aî'abiú
"caem, às vezes, os que seriam os frutos das árvores, sendo ainda flores",okuî rakó amũme 'ybarambûera o 'yba suí 'ybotyramo oîkóbo bé
aoba -marãba'e? -pykasu-aba -o que você trouxe dentro de sua caixa? -roupas -de que tipo? -de pena de pomba,-mba'epe ereru nde karamemûã pupé?
vou ao caminho de meu pai,asó xe ruba rapépe
"morrendo, chegamos ao fim",oropab oromanõmo
havemos de ir,t'asóne - hei de ir t'orosóne
fica com seus suditozinhos junto de nós,eropytá nde boîá'ĩ orébo
fico andando à toa,agûatá-gûatá tenhẽ
"mas eu a deus, meu pai, rezava sempre, propondo ser bom, pranteando meus pecados","ixé-te, tupã, xe ruba, aîmongetá memẽ nhẽ, xe katurama momboîa, xe angaîpaba rapirõmo"
lembrando-se dele assim que acorda,opaka bé sesé o ma'enduaramo
não desisto,na xe apori
não por eu sair,na xe sẽmbeî
remanso d'água,y-îebyra
fedor de boca,îurunema
eu tenho muitos,xe retá
"contas vermelhas, contas de coral",mbo'ypyranga
como saberão isso?,marãpe i kugûabine?
"mulheres, além de velhos, meninos e até meninas","kunhã, marandé tunhaba'e, kunumĩ, kunhataĩ tiruã"
sobre a pedra.,itá sosé
acordo bem de madrugada,îeîbeté apak
você se compadeceu de sua mãe e de seu pai?,"eresaûsubápe nde sy, nde ruba?"
"desvirginou alguma menina, furando-a?","ereîmombukype kunhataĩ amõ, i mokûá?"
"trouxe muitas destas ostras, querendo alimentá-lo com elas","aruretá kó reri, i pupé nde poî-potá"
"barco de navio, barco salva-vidas",ygá-membyra
eu estou fendido em diversas partes,xe îurubó-bok
arranquei a casca,aîpé-'ok
"todos cercaram nosso senhor, achegando-se a ele",opá îandé îara moîari sesé osyka
eu sou um homem vadio,abá-ekotenhẽ ixé
devolveu seu pagamento aos príncipes,oîme'eng-îeby sepypûera morubixabetá supé
chifre de boi,tapi'irusu 'aka
muito maior,tubixabeté
lembre-se já do término de suas coisas,nde ma'enduar nde rekó pabagûama resé rá
fibras esvoaçantes,pó-bebé
é muitíssimo terrível cair o homem nas mãos de deus,i abaeté-tekatueté tupã pópe abá 'ara
"olha, arrasamos todos os tupinambás que estavam no paraguaçu.","ma'ẽne, tupinambá paragûasupendarûera opakatu îamombá"
"estão em grande número, são muitos",tyk e'i
eu o abracei,aîubykatã
reúno pessoas,aporoerekó
"mas sempre, com certeza, as suas almas querem bem, guiando-as","memẽ-te, nipó, pe 'anga amotá, i pokoka"
"pé de algodão, algodoeiro",amynyîu-'yba
eu sou um homem manso,abanherane'yma ixé
eu o fiz aprisionador de mim,aîmoembiaryîar ahẽ xe îoesé
ia de costume,asó amẽîepi
nós nos misturamos,oroîese'ar
rodeei-o,anhaman
suo,xe ryaî
bago de tacape,ygapẽ-nambi
é muito má a vontade dessas suas presas,i angaîpab-eté kó pe rembiá potasaba
"de que parte, de que lugar específico?",umã suí-katu?
prensa de espremer cana-de-açúcar,u'ubae'ẽ kambykaba
"nos arrependeremos, de coração, dos maus procedimentos",îaîmoasy marãtekoagûera îandé py'a suíne
"afastou-se daqueles seus três discípulos, então?",oîeîyîpe a'e o boîá mosapyr suí a'ereme?
ir para a guerra,marãmonhangápe só
deixei o líquido até o meio dela,i ku'a rupi aseîar
sangradouro de rio,y-mombukaba
fazendo levar imediatamente para o céu os que resgataram bem seus pecados ainda neste mundo,ikó 'ara pupé bé o angaîpagûera repyme'ẽngatusarûera ybakype aûnhenhẽ serasó-uká
"na superfície das águas, os peixes estavam",y ape'arybo pirá kûáî
"que nos renovemos, repelindo completamente os costumes antigos","t'îanhemopysasu, tekopûera pe'apapa"
dei seus antigos companheiros para os índios em troca de cauim,"irũmbûera, kaûĩ repyrama ri, aîme'eng abá supé"
pegou-se fortemente sua roupa com a qual ele foi castigado por ficarem ferindo-o?,oîaratã serã i aoba i nupãsagûera i moperé-perebagûera resé?
os daqui,keygûara
quais são os nomes da santíssima trindade?,marã-marãpe santíssima trindade rera?
"você tomou, sem razão, alguma coisa de alguém?",ereîar tenhẽpe abá mba'e amõ?
a água benta é o que faz abrandar também o que os doentes sofrem,mba'easybora remimborará moarybé-ukasara bé 'ykaraíba
"ficar pondo comida, aos poucos, na boca de",îuru-py-pyk
vocês são avarentos com ele,pe rekate'ym sesé
essas não conhecem o pecado,eboinga tekoaíba nd'oîkuabi
dizendo a um canto de pássaro ou a um urro de onça que são agouros,gûyrá koîpó îagûara nhe'enga supé morangygûana o'îabo
"você trouxe muitas coisas, porventura?",ereruretá serã?
estou me agachando,anhemombeb gûitena
"ah, transgredi muitíssimo as palavras de meu criador!",aîaby-eteté xe monhangara nhe'enga mã!
