source_text,target_text
detesto a vida má,aroŷrõ tekó-poxy
quebrei-me,aîeká
"margem de rio, praia, ourela de mar ou rio",y-embe'yba
"todos juntos, todos à uma vez, à uma",oîepekatu
que lancemos fora nossa maldade,t'oroîtyk oré poxy
"desejando ardentemente ver o nenenzinho, vim de minha casa","pitangĩ repîaka'upa, aîur xe roka suí"
morreríamos certamente antes que contasse para as pessoas o que viu,îamanõ îepémo serã sepîakagûera abá supé mombe'u e'ymebémo
um pouco mais para cá,kybõ-ngoty-pyryb
"tu fizeste mexericos, contando as palavras de teu próximo?","nde mba'epûerype, nde rapixarĩ nhe'engûera mombegûabo?"
"pergunta tu, primeiro",nde ranhẽ eporandub
"eia, amarrai os malditos!","pe'ĩ, peîpûá muru!"
as estrelas bem longe se escondem,îasytatá kûepe é i nhemimi
"o que caça, caçador",ka'amondoara
fi-lo trabalhar,aîmoingó-marã
"daí ía para longe, frequentando outras aldeias","kûé suí asó mamõ, amõ taba rapekóbo"
eu não tenho dentes,na xe rãî
sua mãe nem sequer sangrou,i xy na sugûyî tiruã
madeira ou armação para futura casa,ó-kangûama
"sua mãe não teve dor de parto, não sangrou, não ficou doente","i xy n'i membyrasyî, nda sugûyî, n'i mara'ari"
ajo velhacamente,aîkó-angaîpab
"vai para prová-los, pois, para que transgridam a palavra de deus","eîori sa'anga, rõ, t'otupã-nhe'engaby"
ele tem olhos claros como seu pai,og uba rupi ahẽ resatingamo
"instrumento de enxotar moscas, abano de moscas",mberu mondoaba
lasca de madeira,ybyrá-pesembûera
coloquei-me colar,aîepo'y-rung
fazendo sua esposa trabalhar,o emirekó moporabykŷabo
seu sangue era muito,sugûy turusu
"toma-nos a dianteira sempre o diabo, ameaçando-nos","îandé rokesỹ memẽ anhanga, îandé momboîa"
vem para espantar o diabo,îori anhanga mondyîa
em teu nome guardo-me,nde rera pupé anhenong
não foi a meu pai que o dei,na xe ruba supé ruã aîme'eng
"""-entrai na igreja"" disse ele de modo louvável","""-peîké tupãokype"" e'i muruangaba"
arei-a,aîybyyby'ab
todos os habitantes da terra destruiu com um dilúvio,opab erimba'e yby pora 'yporu pupé i mokanhemi
"ergueu-se com as feridas de suas mãos, de seus pés, de seu flanco?","o pó, o py, o yké kutukagûera bépe erimba'e ogûeropu'am?"
"tomando o diabo, o maldito fica pisando","serubu rá, muru ri opurũ-purung"
por acaso ele tinha o sangue escorrido pelo rosto e pelas costas?,sugûy-syryk serã sobá rupi i atukupé rupi bé?
apanho caranguejos,ausá-'ok
rompeu-se teu coração por amor a ele,obok nde nhy'ã saûsuba resé
"baixou a cabeça, ficando a gritar",oîeaŷbyk ogûasem-asemamo
o que está neste mundo,ikó 'ara pora
entraram aqueles mesmos discípulos seus na casa de anás?,oîképe a'e i boîá aé anás rokype?
eis meus chifrões,kó xe 'akusu
"arrepende-te de tuas maldades, após teres comido alguma carne","eîmoasy nde angaîpagûera, to'o amõ 'u ré"
eu tenho muito pitiú,xe pyti'ugûasu
estão queimando para sempre como pena de dizerem isso somente em suas bocas,okaî oupa aûîeramanhẽ o îurupe nhote aîpó o 'eagûera repyramo
é muito mal feito aquilo que fazes,i ranusu nhẽ kûé nde remimonhanga
com toda uma corda amarraram-no,opá sama pupé i apytĩû
"de algum lugar, dalgures, de alguma parte",mamõ suí
eu tenho olhos tortos,xe py-bang - eu tenho os pés tortos xe resá-bang
"fica muito feliz, de fato, o homem que se defronta com a morte, encontrando o que cura",sorybeté rakó abá tegûama porarasara moroposanongara supé ogûasema
coisa beiçuda!,mba'e-embegûasu!
tu tens polução?,nde purepukype?
a gente o faz ir em busca de padre também?,abaré abépe asé oîpiamondó?
todo seu sangue deu,opá og ugûy me'engi
"após vir sarauaia, destruiremos a aldeia, como de costume","saraûaîa rur'iré, îamombá taba îandune"
a que mata seu marido,o mena îukasara
não poderás doravante juntar-te a tua esposa por ser isso um procedimento muitíssimo inconveniente,"nd'erékatuî xûé angiré nde remirekó rerobyka, ã tekó-abaíbeté-katureme"
saiu para o pátio chorando muito dolorosamente,osem okarype oîase'o-asykatûabo
aonde ele foi após acabar de comer?,mamõpe i xóû o mba'e-'u-pab'iré?
"bateste numa mulher grávida, matando o feto dela?","erepûarype kunhã muru'abora resé, pitanga îukábo i xuí?"
queimei o campo,asapy nhũ
"tornam-nos famosos também, em suas bocas vilipendiando-os","oîmoerapûan-y bé, o îurupe i momoxŷabo"
eu sou fino,iî aeté - ele é fino xe aeté
jazo imóvel,aîubé
está cheio teu ventre,i por nde rygé
"possivelmente, provavelmente",emonã ipó re'a
quem foi o que o entregou?,abápe i me'engarama?
"por dois meses [lit, duas luas]",mokõî îasy
até mesmo gritou comigo,xe aká tekatu nhẽ
tomou a casa dos animais de criação como sua pousada,so'o mimbaba roka ogûar og upabamo
mudei minhas palavras,asekoabok xe nhe'enga
somente um bocado,oîepé îuru nhõ
ao transcorrerem quatro gerações,oîoirundyk îeapyká sykápe
porventura a tentação é coisa semelhante a um laço?,îusana abŷare'yma nhẽ serã tentação?
"ao lado uns dos outros seus cadáveres estavam, ao longo do mar",o îoybyri se'õmbûera paranã ybyri i kûáî
"outro dia, já não agora",karamosé é
que estejam atacando gente,t'oporepenhã oîkóbo
por isso mesmo todos os homens ficarão pálidos de aflição,nd'e'i te'e opá abá robaîubamo tekotebẽ suíne
o diabo te detesta,anhanga nde momburu
eu tenho olhos zarcos,xe resá-îub
retribuí o que ele escreveu,aîpoepyk semikûatiara
acompanhante de caminhada,atá-irũ
como será que estão minhas amantes?,marãngatupakó xe agûasá rekóû ri?
"assim como esta água lava o corpo da gente, também aquela","akó 'y asé reté moîasuka îabé, akûeîa îabé"
paralelo a ele eu estava deitado,i porupy aîub
"e os rapazes que perseguem mulheres, querendo escravas?","a'epe kunumĩgûasu kunhã oîmomosemba'e, miaûsuba potá nhẽ?"
a gente obedece também a seu próprio chefe,og ubixaba abé asé osapîá
"por isso mesmo o homem, com a virtude, dá asas a si para voar",nd'e'i te'e abá tekokatu pupé onhemopepóbo o beberama resé
não sabes que deus lançou neste mundo também tudo o que a gente sofre costumeiramente?,nd'ereîkuabype tupã opakatu ikó 'ara pupé îandé remimborará-tyba abé seîtykagûera?
eu estou ficando pensativo,apyk gûitekóbo
que pareçam juntar-se como um só,t'oîese'ar-y berame'ĩ oîepekaturamo
"vai, pois",ekûãî rõ
eu sou o grande tupinambá,xe tupinambagûasu
defequei,aka'apîasó
somente com ele os olhos dos homens se satisfazem no céu,sesé nhõ abá resá apysykamo ybakype
estive assentado no tronco de uma árvore,ybyrá-ypype aín
como estava orando a seu pai?,marãpe seni og uba mongetábo?
ensina bem minha alma para que conheça o caminho do céu,eîmbo'ekatu xe 'anga t'oîkuab ybaka piara
bebi água,a'y-'u
os ferros em mim estão presos,itá xe resé seni
infamam-me pelas costas,xe kupébo xe mombe'u
"que sejamos corajosos, sim, suportando as coisas dolorosas","t'oré pyatã, angá, mba'easy porarábo"
felizes estão todos os homens,sory pakatu apŷaba
naufraguei,aîepubuîereb
ela é muito larga,i popebusu
deveria eu por bem ensiná-lo,aîmbo'e be'ĩmo mã
"então, alguns matarei, no meu laço fazendo-os cair","a'ereme amõ aîukáne, xe îusanyme i mbo'a"
estamos entrecruzados,oroîekunasab
eis que aqui estou,aín
anuncia os que serão casados,ogûeronhe'eng i mendarypyrama
"ainda bem que, ainda outrora, repeli meus pecados",aûîetéramo erimba'e bé xe angaîpagûera aîpe'a re'a
tomei-o às costas,aîar xe aseî
"na verdade, não são conhecedores das coisas","anhẽ, n'i tekokuabi"
presumo que ele deve ter ido,"""osó ipó re'a"" a'é"
dizendo palavras más acerca de coisas nojentas,mba'e-poxy koty onhe'engaíbamo
o leme da embarcação,ygara ropytaerobakaba
eis que eu faço as pessoas estarem sempre na bebedeira,ixé kó ka'u resé aporomoingó îepi
impedem os casamentos,mendara omoarûab
eu estou rugoso,xe axixã
"passaste a mão nas tuas pudendas, abrindo-as, alargando-as?","erepokokype nde rapopé resé i pekábo, i pypirá?"
"fez-lhe perguntas de novo, mas não achando maldade alguma dele","oporandu benhẽ, n'i angaîpaba amõ supé ogûasema ruã-te"
estou em cilada,kotype aîub
não o mates tu sozinho,nde nhõ umẽ eîuká
visitaste o buraco do covo de alguém?,ereîosubype abá îeke'i kûara?
a ele a gente pede pelo futuro viver de sua alma?,i xupépe asé îeruréû o 'anga rekorama resé?
"estando com suas roupas brancas, como recompensa de o terem batizado",o aó-tinga o mongaraibagûera repyramo reroína
eu desmaiei,xe re'õ'ar
com quais mulheres um homem não se casará?,umãba'e kunhã resépe abá nd'omendari xûéne?
"sede verdadeira, não a de antes de tocar a água","useîeté, na 'y atõî' îanondé ruã"
"que saia o diabo dela, apartando-se com seu mau proceder","t'osẽ anhanga i xuí, gûekó-poxy rerosyîa"
tomando o leite de sua mãe,o sy kambûabo oúpa
lua cheia,îasy-obagûasu
"estejas bem, ó meu mestre!","eîkobé-katu, xe mbo'esar gûy!"
"em caso de divulgação de sua morte, o próprio padre responsável por ele que o julgue","se'õagûera rerapûaneme, abaré serekoara aé t'osekokuab"
replico a pero aînhe'ẽ-poepyk pero - replico as palavras de pero,aîpoepyk pero
"leva-o, olha lá!",erasó ké raré
entremeei-as,aîmoîoparab
"hei de comer hoje seus braços, caburé, suas pernas","t'a'u kori i îybapûera, kaburé, setymãmbûera"
uma roupa vermelha colocando nele,amõ aó-pyranga mondepa sesé
vou com pedro,orosó pedro pabẽ
saiu vivendo após o enterrarem,"osem oîkobébo, o tym-y roîré"
estou derrubado,aîero'ar
para o desaparecimento dos vestígios da transgressão da palavra de deus,tupã nhe'enga abŷagûera rakypûera kanhemagûama resé
faço-os ser ladrões de cauim,aîonong ka'umondá
a fala de fulano repreendeu-me,xe momotîasó ahẽ nhe'enga
surpreendeu-te deus a deleitar-te com nossas palavras,nde resapy'ari tupã oré nhe'enga morypa
"tu foste gabola, lembrando-te de coisas más?",-nde nhe'engapaparaípe mba'epoxy resé nde ma'enduaramo?
mulher corajosa,kunhã-pyatã
eis que aqui estou,kó é aîkó
a morte estava dentro deles como sua pena,sepyramo é anhẽ te'õ rekóû i pupé
como será que um habitante do inferno viveria neste mundo se deus o fizesse viver fora dali um mês?,marãeté'ĩ ra'umope amõ anhanga ratá pora rekóû ikó 'ara pupé oîepé îasy tupã ebanõî suí o moingobérememo?
"o que não honra a deus, seu verdadeiro criador",tupã o monhangareté moetesare'yma
fiz oferenda para o pajé,anhetanong paîé resé
"os cristãos, na verdade, não pecam pouco","karaíba, ipó, n'oîkoangaîpá-pyrybi"
"ó, hei de ir!","t'asóne, gûy!"
pano de linho,ybyraoba
enfeitando minha cabeça,xe akanga moîegûaka
na ponta da flecha,u'uba anhãî
com seu filho não se importando,o a'yra resé oputupabe'ymamo
eu estou úmido,xe ryby'y
oh! quem aqui dá a cara?,"to, ahẽ! abápe ké sobasẽ?"
"portanto, prantear as pessoas isso as enternece",irõ moroapirõ a'e oporomomby'ar
"os tupiniquins, habitantes daqui",tupinakyîa keygûara
então as estrelas cairão pouco a pouco,a'ereme îasytatá o apakuîamo
bem nesse momento perdoou a pilatos,a'eîbé pilatos supé oîerekûabamo
"uma moça, não tendo doze anos e um rapaz também, não chegando aos catorze anos, não podem casar-se com ninguém","kunhãmbuku doze ro'y rerekoare'yma, kunumĩgûasu abé catorze ro'y resé i xyke'yma nd'e'ikatuî abá resé omendá"
"os bem-aventurados e os santos no céu, que vêem a deus, ultrapassam o número dos dias que o ano tem","marangatuba'e santos ybakype, tupã repîakaretá, osasá 'ara ro'y remierekó papasaba"
estando como seu guardião,serekoaramo ûitekóbo
para cá olhando furtivamente,kûybõ oma'ẽ-nhemima
tão somente uma vez,oîepé nhõngatu
o que está vestido,iî aoba'e
"vereis também, futuramente, minha vinda sobre as nuvens",pesepîak irã ybytinga 'arybo xe rura béne
homem severo,abaposykyîe'yma
couraça que tem muitas lâminas,itaoba i apenhugûã-nhugûanyba'e
o que tocou na irmã mais moça ou na irmã mais velha de sua noiva não pode casar-se nem mesmo com sua noiva,o me'engabeté pyky'yra koîpó tykera resé obykyba'e n'e'ikatuî omendá o me'engabeté resé tiruã
cavei a terra,ayby-ybykoî
faço trejeitos com a boca,xe îuru-memûã
os homens pecadores mataram são mateus,abá angaîpabora são mateus îukáû
reprimir o desejo de coisas más,mba'e-aí-potara renonhena
eu vivo papeando,xe nhe'engixûer gûitekóbo
"nas minhas mãos, somente, levei-as",xe pópe nhote arasó
argola de ferro,itá-apynha
riscaram todo o teu corpo com lanças,opá nde reté raíri itatîãîa pupé
ferimentos mútuos,îoapixaba
a que coisa chamamos graça?,mba'e supépe asé graça i 'éû?
esbofeteei a nuca dele,aîatuá-petek
"ontem, é verdade que alguns sumiram","kûeîsé, rakó, amõ kanhemi"
defequei,aka'ab
não querendo espaçar longamente a falta de sua confissão,o nhemombe'ue'yma mopa'ũ-muku potare'yma
a gente não se esquece do que é saboroso só na aparência,seba'e-a'uba nhote resé asé na sesaraî
o que é malquisto,i amotare'ymymbyra
a gente o honra como a seu próprio pai?,og uba îakatutenhẽpe asé i moetéû?
encurtei-o,aîapûapyk
meu senhor te mata,nde îuká xe îara
eu sou furioso,xe marãmotar
"a vida de minha alma, que eu perdi, fará devolver a mim",xe 'anga rekobepûera xe remimokanhẽûera oîmoîebyrukar ixébone
o que irá para o céu,ybakype soarama
caminhei o dia todo por causa da tua fama,agûatá ko'arapukuî nde rerapûana resé
"honro tua casa, dentro dela dançando","aîmomba'eté nde roka, i pupé gûiporaseîa"
fiz taipa de pilão,aybysosok
matamo-nos um ao outro,oroîoîuká
"caem às vezes os frutos de suas árvores, sendo ainda flores, outras vezes caem em seu estado verde","okuî rakó amũme 'ybarambûera o 'yba suí 'ybotyramo oîkóbo bé, amõ rakó ogûakyra pupé i kuî"
hei de ir adiante de vós,t'akûáne pe renondé
eis que estas tuas futuras presas são muitas,aîpó kó nde rembiarama setá
de meu pesado sono despertando-me,xe keranama mombaka
minha antiga região,xe retãmbûera
"salve rainha, mãe de misericórdia, vida, a que é doce","salve rainha, moraûsubara sy, tekobé, se'ẽba'e"
"que disse deus, vendo seu frouxo pudor?",marã e'ipe tupã i tĩîeraba repîaka?
servi a comida dele,asemi'u-erokûab
porventura eu não disse isso tudo?,aîpó nd'a'eî pá ky?
"vinde índios, em uníssono","peîori apŷabetá, oîepé"
seu ferrete,i kuapamoindaba
eu tinha-me esquecido por causa da muita aflição,xe resaraî tekotebẽ-eté suí!
pescando bem os canapus,kunapu rekyî-etébo
são vistos os cadáveres daqueles manterem sua incorruptibilidade três ou quatro anos após os enterrarem,sepîakypyra niã aîpoba'e re'ombûera o marane'yma rerekó mosapyr koîpó oîoirundyk seîxu ybŷá o tym'iré
"que entres no meu coração, guardando bem meu interior","xe nhy'ãme t'ereîké, xe py'a moingatûabo"
"deus-pai tem mãos, tem mão direita, tem mão esquerda?","i pópe tupã-tuba, i 'ekatuápe, i asupe?"
maldade,angaipaba
foram terríveis contra os malditos as flechas de são sebastião,i abaeté muru supé são sebastião ru'uba
junto de si mesmo ninguém lhes dá de comer,o pyri abá n'omomba'e'uî
com tua realeza temível,nde reîabaîté pupé
por que põe sua saliva no nariz da gente?,mba'erama ripe asé tĩme o endy moíni?
quase fui,asosûé
sou feito,aîemonhang
"eis que, enfim, chega meu pai",rumby xe ruba obasema
furou também minha cabeça,omombuk-y bé xe akanga
"manifestou-se a eles, somente, alegrando-os",oîepîakukar i xupé nhõ i moesãîa
chamusquei-o,asereb
em eu falando,gûinhe'enga abé
"tomaste remédio, não querendo ficar grávida?",ereposangu'upe nde puru'apotare'ymamo?
ao lado de sua própria mãe a criança está deitada,o sy posé pitanga ruî
espremi o sumo dela,anhamĩ - espremi-o aty-amĩ
sou novato nisto,ikó ramõ - ser novato - aîkó ramõ anga resé
"palavras grosseiras, de zombaria",nhe'ẽ-memûã
"entram grandes espinhos, espetando sua cabeça, furando-a toda","oîké îugûasu i akanga kutuka, opá i mombuka"
apavorei-o,aîangerasó
"coisa quente, quentura",mba'e-akuba
tendo-lhe amor,saûsuba rerekóbo
"não sou diferente dele, pareço-me com ele",n'aîabyî
esta aldeia transtorno sempre,kó taba aîpobu memẽ
"e os que bebem cauim, como ficam? não transgridem a palavra de deus?",kagûarape marã? nd'oîabyîpe tupã nhe'enga?
o que minh'alma busca,xe 'anga remiekara
mesmo o que assassina na guerra ?,gûariniãme oporapitiba'e tiruãpe?
se não fosse a vinda do fulano,ahẽ ruraba a'eîponomã
cocei-o,ase'yĩ
var de chapéu,akangaó-îepepira
por isso mesmo todos os homens estarão secos,nd'e'i te'e opá abá tiningamo
catei-lhe a cabeça,aî'abiú
"vela bem por mim, fazendo que não me derrubem","ema'enãngatu xe ri, xe mbo'are'ymuká"
ela embarrou nos seus ramos,sakã resé i îepokoki
"esconde-te, fica quieto","enhemim, nde kyrirĩ"
alguns santos,amõ amõ santos
quantas vezes a lua desapareceu ou o caju madurou?,mbobype îasy kanhemi koîpó akaîu 'aîubamo?
a consorciação deles em toda a parte,i îogûerekó kûeîkûeîbo
animal quadrúpede que não se come,so'o-aíba
"eis que era costume, por ocasião disso, pôr nome assim, puseram como nome dele ""jesus""",ã tekó a'ereme moreroka ké bŷá îesus nongi seramo
derrubei-o,aîaparaîtyk
experimentando poções de ervas,ka'a mosanga ra'anga
alimento muitos,aîopoîusu
meteste a mão nas partes erógenas de teu próximo?,erepo'ẽpe nde rapixara rapupé resé?
que a gente honra ao erguer o padre o cálice da missa?,mba'epe asé oîmoeté abaré itaîukamusi rupireme?
escondeste alguma coisa que estava na igreja?,erenhomimype erimba'e tupãokygûara mba'e amõ?
jejuaste por causa da primeira menstruação de tua filha?,ereîekuakupe nde raîyra nhemondy'ara resé?
"hei de levar todos para meu fogo, com seus amigos",t'arasó pá xe ratápe sembiaûsuba resebé
qual outro é conhecedor senão ele?,ma'e-kugûapara aé-amẽ ahẽ?
"chorai continuamente, pranteando vossos pecados","pe resangá, pe angaîpaba rapirõmo"
folha tenra,sokyra
tenho pendências com ele,aîkó sesé
"morro falsamente, isto é, desmaio, desfaleço",amanõ-aíb
"portanto, eu vim a ti","emonãnamo, xe ruri ndébo"
fi-lo enriquecer,aîmomba'e
"vem para espantar o maldito, para que não invista contra nós","eîori muru mondyîa, t'opu'am umẽ oré ri"
"mostra-se com firmeza, está fixo",ten e'i
mencionaste o nome de alguém para o padre?,ereîmombe'upe abá rera abaré supé?
"ainda bem que os três, novamente, queimareis em conjunto",iîá mosapyr-y bé pekaî oîepegûasune
hoje mesmo havemos de fazê-lo sumir,kori bé t'i mokanhẽ
"estão queimando, conservando suas vidas",okaî oúpa o ekobé rerekóbo
ainda que somente uma migalha dele a gente come,i kurubipûera anhõte îepé asé o'u
"após acabar o mundo, fá-los-á voltar a viver","ara pab'iré, i moingobeîebyri-ne"
geração da alegria,toryba nhemonhangaba
levei as tuas coisas entre as minhas coisas,arasó nde mba'e xe mba'e pupé
"cuidado, cuidado, menino, para que não te castigue o homem branco","taté, taté, kunumĩ, na nde nupãî karaíba"
"ah, que atrevido é esse fulano!",tekatunheté kó ahẽ mã!
fizemos procissão,orotupãerogûatá
o ensinamento a nós da palavra de deus,tupã nhe'enga asé mbo'esaba
beijei-o,aîpyter
senhor jesus,pa'i îesu
"enfim, o que não é pranteado ressente-se de não o honrarem",aûîé sapirõmbyre'yma o moetee'yma oîmoasy
"por os levarem os padres, não os amo","abaré ogûerasoápe, n'asaûsubi"
"estrutura de cume, cumieira",apyrytá
finjo que vou,asó-asó-a'ub
"porventura é terra, na verdade, a nossa carne?",yby anhẽ nipó asé ro'o?
semelhante a gotas de sangue,tugûy tykyrûera abŷare'yma
"portanto, tomou este dia como tempo de honrá-los em conjunto",emonãnamo kó 'ara rari oîepegûasu i moetesabamo
eu tenho pernas tortas,xe retymãnhemang
"todo o céu preenches, o mar e a terra firme também","opá ybaka ereîmopó, paranã, yby abé"
"atravessando o oceano, fui para fazer pecar os tupis","paranãgûasu rasapa, asó tupi moangaîpapa"
eu vou só,ixé anhõ asó
"cortei-lhe a garganta, degolei-o",aîaseó-kytĩ
entreouvi tuas palavras,asendub-aíb nde nhe'enga
apropriaste-te de alguma coisa?,nde mondápe mba'e amõ resé?
"segundo o rito dos judeus, seu prepúcio cortaram",îudeos ekomonhangábo i 'apira mondoki
consolas teu pai e tua mãe em suas aflições?,ereîmoîekosupe nde ruba nde sy sekotebẽsaba ri?
riacho,yekûabusu
meu igual,xe arõana
afastai-vos daquele que eu guardo!,pepo'i xe remiarõ suí!
é por causa do chefe que a aldeia é ótima,morubixaba ri é taba matuetéramo
"vivo na mancebia, vivo amancebado",agûasá pupé aîkó
"seu sangue era muito, escorrendo no chão",sugûy turusu ybype osyryka
"é no final da missa que entras sempre, manifestamente consciente?","missa mondykápe épe ereîké îepi, nde îesûere'yîpe"
arrependendo-se ele de ter batido em ti,nde resé i pûaragûera moasŷabo
não vos perceberam,na pe andubi
o que foi morto,miîukapûera
"ele, após crescer, entregou-se aos homens maus, fazendo-se matar na cruz, estirado","a'e o kakuab'iré, i nheme'engi apŷabaíba supé, oîeîuká-uká ybyraîoasaba resé i moatãmbyramo"
este sonho é o modo de se reconhecer que ela é o que eu quero,kó mosaûsuba xe remimotaramo sekó kuapaba
"lentamente, enfim, o homem perde entendimento, sua tosse irrompendo","mbegûé é ko'yté abá tekokuá kanhemi, iî u'u osororoka"
quem é a que fala a deus por nós?,abápe asé resé tupã mongetasara sekóû?
"por acaso arrancaram sua roupa, fazendo-o estar nu?",oîaobok serã ybŷa katupe nhẽ i moingóbo?
levo carga,ambosyî
"portanto, corrige-te logo, antes que a morte te surpreenda","emonãnamo enhenonhen esapy'a, te'õ nde resapy'a e'ymebé"
aqui estamos alegrando-nos para festejar teu dia,kó oroîkó oronhemborypa nde 'ara momorangápe
foram de novo alguns soldados para quebrar as pernas daqueles dois ladrões,osó bé amõ maranaritekoara a'e mokõî mondabora retymã mopena
não são segundo a quantidade deles os peixes que ele apanha,n'i îáî pirá sembiara
eu sou agradável,xe matueté
"não encontro nem um pouco, absolutamente, algum ato passado deste homem no mal",n'abasẽ-mirĩ-angáî marãbirĩ ikó abá rekopûera amõ supé
fecundei-a,aîmenõ
"é famosa guaraparim, tendo uma igreja","serapûan gûaraparĩ, tupãoka rerokupa"
fiquei-o contando,aîkuabe'u-be'u
desfaleceram os maus,onhemote'õ'a moxy
toco-a,aîopy
eis que vais vais,eresó ûĩ
tentando inutilmente o modo antigo de falar,o nhe'engabûera ra'angyîepébo
"bebem muito todos, os homens com as mulheres","oka'ugûasu pabẽ, apŷaba kunhã ndibé"
"o que é de cada dia, o que está ao longo dos dias",ara rupindûara
"aperta a cabeça do maldito, enfraquecendo-o muito","oîopyk muru akanga, i moatãe'ỹngatûabo"
que se alegre esta vossa terra,ta sesãî kó pe retama
"assim agiu, na verdade, longe de ti",emonã rakó sekóû nde suí
"""lembrai-vos da morte"", deverão dizer suas palavras","""penhemoma'enduá te'õ resé"", e'i temone i nhe'enga"
"dardejaste palavras em teu pai, respondendo ele agressivamente?","erenhe'eng-ybõpe nde ruba, i îuruobaîtĩamo?"
eu estou sujo,xe ky'a
um pouquinho mais,pyrybĩ
fica pisando o maldito,-muru ri opurũ-purung
assim hoje procederei,emonã kori aîkóne
"na verdade hei de me enfeitar, pintando-me de preto",aûîeté-pakó aîegûak ûinhemoúna
não verão sequer seu corpo brilhante?,seté-beraba tiruãpe n'osepîaki xûéne?
não se arrependeram alguns de seus vitupérios após o injuriarem?,nd'oîmoasyîpe amõ o nhe'engaibagûera iî a'o ré?
eu dou tropeçada,xe pysakang
seu próprio corpo incorrupto,gûeté-marane'yma
colocando-o dentro de um túmulo de pedra em que ninguém estava enterrado,itá karamemûã abá tymagûere'yma pupé i mondepa
"por isso mesmo o maldito ataca os homens, fazendo piorar muito a maldade das pessoas","nd'e'i te'e moxy abá ropenhana, abá angaîpaba moîerekoaibetébo"
sendo coisa antiga,o mba'epûeramo
fazendo estar bem minha alma!,xe 'anga moingó-katûabo!
a alma depois que sai do corpo,angûera
eu sou sociável,xe îekotyarixûer
"a noite toda, após sua grande bebedeira, vou falar aos ouvidos dos índios","pysaré, i ka'ugûasu riré, asó abá rerobobõmo"
estragando as almas dos índios,abá 'anga momoxŷabo
"a chuva ficava amanhecendo a cair, enchendo o mar","oky-ko'ẽ-ko'ẽ amana, paranã mopungábo"
"quais as novidades, por acaso?",marã-pipó moranduba?
está impedido também o homem de casar com os que sua irmã gera,sarûab-y bé o endyra remimonhanga resé abá mendara
eu tenho o rabo cortado,xe rûaîasyk
contando as maldades escondidas de alguém,abá angaîpá-nhemima mombegûabo
perguntou herodes sobre qualquer coisa para ele?,oporandupe herodes mba'e tetiruã resé i xupé?
como recompensa de seu afastamento da vida má,tekó-angaîpaba suí o îepe'aagûera repyramo
cheirando as coisas,mba'e retuna
verdadeiros amaldiçoadores de deus no fogo te assaram,tupã momburûareté tatá pupé nde resyri
calos já duros,mbyru'apûera
tu costumas levantar-te diante de teu pai?,nde pu'amixûé nde ruba pé?
por ocasião de meu retorno,xe atimandápe
eis que a noite toda ele não dormiu para ficar perturbando os índios!,"pysaré kó i kere'ymi, apŷaba pobu-pobu!"
quem faz louvar o nome de deus?,abá-abápe tupã rera oîmoeté-ukar?
abre a porta de tua casa,esokendabok nde roka
acende o fogo,emoendy tatá
o fogo te convém verdadeiramente para que nele te asses,"tatá nde arõ-eté, i pupé t'ereîesy"
"depois disso, vamos hoje para quebrar as cabeças dos reis",a'e ré kori îasó tubixaba akanga kábo
o que foge com uma mulher contra sua vontade não pode casar-se com ela,kunhã reroîabapara semimotare'yma rupi nd'e'ikatuî sesé omendá
curral de vacas,tapi'irokaîa
ungir o padre com óleo bento o que supõe morrer,nhandy-karaíba pupé abaré omanõ-mo'angyba'e pytuba
o próprio deus distinguiu o padre como seu substituto,tupã é abaré oîmoîa'ok gûekobîaramo
o anjo revelou-se a ela como um rapaz muito belo,karaibebé îepîakukari i xupé kunumĩgûasu-porãngaturamo nhẽ
para honrar a deus,tupã moeteagûama resé
por isso mesmo não tinha maldade antes de se destinar para mãe de deus- filho,nd'e'i te'e o poxye'ymamo tupã-ta'yra syramo o îe'o îanondé
"alternaste alguns dias de guarda, não entrando na igreja?","ereîmopa'ũpe 'areté amõ, tupãokype eîkee'yma?"
deus fez certa mulher bondosa,tupã amõ kunhãngatu monhangi
tendo falta do acompanhamento da farinha,u'i tyrama resé ekotebẽmo
contigo nosso senhor está,nde irũnamo îandé îara rekóû
desejando ardentemente ver tua face,nde robá repîaka'upa
vinde todos para festejar a jesus,"peîó pabẽnhẽ, îesu momoranga"
"entram grandes espinhos, espetando sua cabeça, furando-a toda","oîké îugûasu, i akanga kutuka, opá i mombuka"
"portanto, como escravos do diabo tornamo-nos totalmente?",emonãnamope anhanga remiaûsubamo pabẽ asé nhemonhangi?
como viajantes é que nós estamos nesta terra,ataramo é asé rekóû ikó yby pupé
invocam ainda o pajé caruara,osykyî mbyté paîé karûara
"com um neto ou uma neta, com algum descendente não pode ninguém se casar",o emiminõ koîpó o emiarirõ amõ îeapyká resé nd'e'ikatuî abá omendá
pranteando o que o visita,o supara rapirõmo
tu foste desonesto com alguma irmã verdadeira de tua esposa?,nde poxype nde remirekó asykûereté amõ resé?
"os corpos dos que são bons serão sutis, brilhando mais que o sol",i angaturamba'e reté i pokãngatu kûarasy sosé oberapa
aquele que entrava na igreja,akó oîké rakó tupãokype
"depois disso, o cauim transbordante nas igaçabas atrai-os","ygasápe kaûĩ-tuîa, a'e ré, îamomotá"
não contém mais nada minha bolsa,n'i pori be'ĩ xe aîó
soltei as peias dos pés dele,aîpukusamb-ok
